,item_brand,item_name,item_price,item_link
1441,INC International Concepts,"INC Bahira Block-Heel Pumps, Created For Macy's",$43.93,https://www.macys.com/shop/product/inc-bahira-block-heel-pumps-created-for-macys?ID=9505242&CategoryID=56233
1442,Vince Camuto,Candera Pumps ,$99.00,https://www.macys.com/shop/product/vince-camuto-candera-pumps?ID=9995957&CategoryID=56233
1443,Olivia Miller,'Kickin It' Riding Boots,$69.99,https://www.macys.com/shop/product/olivia-miller-kickin-it-riding-boots?ID=10402778&CategoryID=56233
1444,Rialto,Mully Lace-Up Pumps,$59.00,https://www.macys.com/shop/product/rialto-mully-lace-up-pumps?ID=9848107&CategoryID=56233
1445,Journee Collection,Women's Cedes Boot,$89.00,https://www.macys.com/shop/product/journee-collection-womens-cedes-boot?ID=9268504&CategoryID=56233
1446,Naturalizer,Hannie Dress Pumps,$69.99,https://www.macys.com/shop/product/naturalizer-hannie-dress-pumps?ID=10390178&CategoryID=56233
1447,Wanted,Oregon Lace-Up Ankle Bootie with Heel,$70.00,https://www.macys.com/shop/product/wanted-oregon-lace-up-ankle-bootie-with-heel?ID=10439423&CategoryID=56233
1448,G by GUESS,Slayder Booties,$89.00,https://www.macys.com/shop/product/g-by-guess-slayder-booties?ID=10094480&CategoryID=56233
1449,Skechers,Women's BOBS for Dogs Plush Slip-On Casual Flats from Finish Line,$40.00,https://www.macys.com/shop/product/skechers-womens-bobs-for-dogs-plush-slip-on-casual-flats-from-finish-line?ID=10397567&CategoryID=56233
1450,Anne Klein,Sport Uplift Buckle Flats ,$70.00,https://www.macys.com/shop/product/anne-klein-sport-uplift-buckle-flats?ID=10423537&CategoryID=56233
1451,Frye,Billy Inside Zip Booties,$298.00,https://www.macys.com/shop/product/frye-billy-inside-zip-booties?ID=10405150&CategoryID=56233
1452,Nike,Women's Air Max 200 Running Sneakers from Finish Line,$120.00,https://www.macys.com/shop/product/nike-womens-air-max-200-running-sneakers-from-finish-line?ID=10004459&CategoryID=56233
1453,G by GUESS,Haydin Wide Calf Riding Boots,$89.00,https://www.macys.com/shop/product/g-by-guess-haydin-wide-calf-riding-boots?ID=10091280&CategoryID=56233
1454,Skechers,Women's Synergy 3.0 Slip On Wide Width Walking Sneakers from Finish Line,$30.00,https://www.macys.com/shop/product/skechers-womens-synergy-3.0-slip-on-wide-width-walking-sneakers-from-finish-line?ID=9653543&CategoryID=56233
1455,adidas,Women's Retrorun Running Sneakers from Finish Line,$65.00,https://www.macys.com/shop/product/adidas-womens-retrorun-running-sneakers-from-finish-line?ID=10486341&CategoryID=56233
1456,Madden Girl,Bambii Platform Sandals,$28.03,https://www.macys.com/shop/product/madden-girl-bambii-platform-sandals?ID=10091411&CategoryID=56233
1457,Carlos by Carlos Santana,Harley High Shaft Boots,$119.00,https://www.macys.com/shop/product/carlos-by-carlos-santana-harley-high-shaft-boots?ID=10170775&CategoryID=56233
1458,Sam Edelman,Petty Ankle Booties,$90.99,https://www.macys.com/shop/product/sam-edelman-petty-ankle-booties?ID=5801080&CategoryID=56233
1459,Nike,Women's Renew Lucent Running Sneakers from Finish Line,$40.00,https://www.macys.com/shop/product/nike-womens-renew-lucent-running-sneakers-from-finish-line?ID=9926967&CategoryID=56233
1460,Sam Edelman,Dori Kitten Heel Pumps,$120.00,https://www.macys.com/shop/product/sam-edelman-dori-kitten-heel-pumps?ID=10462647&CategoryID=56233
1461,Nike,Women's Revolution 5 Wide Width Running Sneakers from Finish Line,$65.00,https://www.macys.com/shop/product/nike-womens-revolution-5-wide-width-running-sneakers-from-finish-line?ID=10471889&CategoryID=56233
1462,Madden Girl,Bella Studded Two-Piece Block-Heel Sandals,$28.03,https://www.macys.com/shop/product/madden-girl-bella-studded-two-piece-block-heel-sandals?ID=10091451&CategoryID=56233
1463,Skechers,Women's Relaxed Fit Breathe Easy Be Relaxed Casual Sneakers from Finish Line,$45.00,https://www.macys.com/shop/product/skechers-womens-relaxed-fit-breathe-easy-be-relaxed-casual-sneakers-from-finish-line?ID=10141254&CategoryID=56233
1464,American Rag,"Silvie Sandals, Created for Macy's",$49.50,https://www.macys.com/shop/product/american-rag-silvie-sandals-created-for-macys?ID=9726728&CategoryID=56233
1465,DKNY,"Leo Wedge Sneakers, Created For Macy's",$139.00,https://www.macys.com/shop/product/dkny-leo-wedge-sneakers-created-for-macys?ID=10052738&CategoryID=56233
1466,Bella Vita,Quinby Wedge Sandals,$125.00,https://www.macys.com/shop/product/bella-vita-quinby-wedge-sandals?ID=10456163&CategoryID=56233
1467,COACH,Women's Pia Studded Western Booties ,$124.93,https://www.macys.com/shop/product/coach-womens-pia-studded-western-booties?ID=10094893&CategoryID=56233
1468,INC International Concepts,"INC Women's Khari Striped Knit Pumps, Created for Macy's",$79.50,https://www.macys.com/shop/product/inc-womens-khari-striped-knit-pumps-created-for-macys?ID=9987744&CategoryID=56233
1469,Charles David,Collection Monroe Pumps,$229.00,https://www.macys.com/shop/product/charles-david-collection-monroe-pumps?ID=10352469&CategoryID=56233
1470,Carlos by Carlos Santana,Mandi Booties,$69.00,https://www.macys.com/shop/product/carlos-by-carlos-santana-mandi-booties?ID=10212388&CategoryID=56233
1471,Jack Rogers,Georgica Sandals,$128.00,https://www.macys.com/shop/product/jack-rogers-georgica-sandals?ID=10336989&CategoryID=56233
1472,MICHAEL Michael Kors,Cosmo High-Top Sneakers,$185.00,https://www.macys.com/shop/product/michael-michael-kors-cosmo-high-top-sneakers?ID=9490298&CategoryID=56233
1473,Jessica Simpson,Alisen Flat Sandals,$79.00,https://www.macys.com/shop/product/jessica-simpson-alisen-flat-sandals?ID=10481842&CategoryID=56233
1474,Asics,Women's Jolt 2 Running Sneakers from Finish Line,$55.00,https://www.macys.com/shop/product/asics-womens-jolt-2-running-sneakers-from-finish-line?ID=10337780&CategoryID=56233
1475,MICHAEL Michael Kors,Josephine Wedge Sandals,$61.93,https://www.macys.com/shop/product/michael-michael-kors-josephine-wedge-sandals?ID=9394761&CategoryID=56233
1476,GUESS,Women's Honora Peep-Toe Platform Pumps,$46.93,https://www.macys.com/shop/product/guess-womens-honora-peep-toe-platform-pumps?ID=10179644&CategoryID=56233
1477,Journee Collection,Women's Selena Bootie,$68.00,https://www.macys.com/shop/product/journee-collection-womens-selena-bootie?ID=9269589&CategoryID=56233
1478,Seven Dials,Adelyn Tall Boots,$89.00,https://www.macys.com/shop/product/seven-dials-adelyn-tall-boots?ID=9970006&CategoryID=56233
1479,LifeStride,Farrow Slip-ons,$60.00,https://www.macys.com/shop/product/lifestride-farrow-slip-ons?ID=10444524&CategoryID=56233
1480,Baretraps,Reining Shooties,$29.93,https://www.macys.com/shop/product/baretraps-reining-shooties?ID=10332267&CategoryID=56233
1481,Circus by Sam Edelman,Gretchen Cold-Weather Boots,$99.00,https://www.macys.com/shop/product/circus-by-sam-edelman-gretchen-cold-weather-boots?ID=10316088&CategoryID=56233
1482,Journee Collection,Women's Kyllie Extra Wide Calf Boots,$99.99,https://www.macys.com/shop/product/journee-collection-womens-kyllie-extra-wide-calf-boots?ID=9993670&CategoryID=56233
1483,Cliffs by White Mountain,Vivian Block-Heel Pumps,$89.00,https://www.macys.com/shop/product/cliffs-by-white-mountain-vivian-block-heel-pumps?ID=10179617&CategoryID=56233
1484,New Balance,Women's 574 Casual Sneakers from Finish Line,$80.00,https://www.macys.com/shop/product/new-balance-womens-574-casual-sneakers-from-finish-line?ID=10424324&CategoryID=56233
1485,Matisse,Coconuts By Matisse Lure Sneaker,$74.99,https://www.macys.com/shop/product/matisse-coconuts-by-matisse-lure-sneaker?ID=10454487&CategoryID=56233
1486,Olivia Miller,'Temptation' Ankle Boots,$104.99,https://www.macys.com/shop/product/olivia-miller-temptation-ankle-boots?ID=10402775&CategoryID=56233
1487,Lucky Brand,Women's Karmeya Leather Booties ,$129.00,https://www.macys.com/shop/product/lucky-brand-womens-karmeya-leather-booties?ID=10147829&CategoryID=56233
1488,Jenni,"Women's Faux-Fur Kiss Me Slippers, Created For Macy's",$20.99,https://www.macys.com/shop/product/jenni-womens-faux-fur-kiss-me-slippers-created-for-macys?ID=10345558&CategoryID=56233
1489,Ecco,Women's Anine Ballerina Flats,$69.93,https://www.macys.com/shop/product/ecco-womens-anine-ballerina-flats?ID=10426482&CategoryID=56233
1490,THERAFIT,Women's Aubrey Booties,$170.00,https://www.macys.com/shop/product/therafit-womens-aubrey-booties?ID=10476186&CategoryID=56233
1491,Lucca Lane,Skyanna Booties,$129.00,https://www.macys.com/shop/product/lucca-lane-skyanna-booties?ID=10203833&CategoryID=56233
1492,INC International Concepts,"INC Women's Lizanne Shielded Wedge Sandals, Created for Macy's",$79.50,https://www.macys.com/shop/product/inc-womens-lizanne-shielded-wedge-sandals-created-for-macys?ID=9987741&CategoryID=56233
1493,b.o.c.,Epsom Booties,$90.00,https://www.macys.com/shop/product/b.o.c.-epsom-booties?ID=10200251&CategoryID=56233
1494,Seven Dials,Sherly Pointed-Toe Booties,$59.00,https://www.macys.com/shop/product/seven-dials-sherly-pointed-toe-booties?ID=10487772&CategoryID=56233
1495,XOXO,Mackinley Tall Riding Boots,$39.99,https://www.macys.com/shop/product/xoxo-mackinley-tall-riding-boots?ID=10496160&CategoryID=56233
1496,Teva,Women's Arrowood Venture Waterproof Sneakers,$104.99,https://www.macys.com/shop/product/teva-womens-arrowood-venture-waterproof-sneakers?ID=8433690&CategoryID=56233
1497,Vince Camuto,Balindia Heeled Dress Sandals,$129.00,https://www.macys.com/shop/product/vince-camuto-balindia-heeled-dress-sandals?ID=10405751&CategoryID=56233
1498,Charter Club,"Kimii Deconstructed Loafers, Created for Macy's",$59.50,https://www.macys.com/shop/product/charter-club-kimii-deconstructed-loafers-created-for-macys?ID=9368256&CategoryID=56233
1499,Frye,Alton Chelsea Booties,$278.00,https://www.macys.com/shop/product/frye-alton-chelsea-booties?ID=10405149&CategoryID=56233
1500,Material Girl,"Melany Booties, Created for Macy's",$69.50,https://www.macys.com/shop/product/material-girl-melany-booties-created-for-macys?ID=9426967&CategoryID=56233
1501,Journee Collection,Women's Wide Calf Gentri Boot,$99.99,https://www.macys.com/shop/product/journee-collection-womens-wide-calf-gentri-boot?ID=10361435&CategoryID=56233
1502,Steve Madden,Women's Fuzz Slippers,$49.00,https://www.macys.com/shop/product/steve-madden-womens-fuzz-slippers?ID=10486362&CategoryID=56233
1503,Journee Collection,Women's Extra Wide Calf Stormy Boot,$99.00,https://www.macys.com/shop/product/journee-collection-womens-extra-wide-calf-stormy-boot?ID=9269850&CategoryID=56233
1504,White Mountain,Giorgia Tall Boots,$99.00,https://www.macys.com/shop/product/white-mountain-giorgia-tall-boots?ID=9503423&CategoryID=56233
1505,Sam Edelman,Jennifer Studded Combat Leather Boots ,$119.00,https://www.macys.com/shop/product/sam-edelman-jennifer-studded-combat-leather-boots?ID=8318532&CategoryID=56233
1506,Minnetonka,Sheepskin Hardsole Moc,$58.95,https://www.macys.com/shop/product/minnetonka-sheepskin-hardsole-moc?ID=10250037&CategoryID=56233
1507,Easy Spirit,Be Strong Sneakers,$69.00,https://www.macys.com/shop/product/easy-spirit-be-strong-sneakers?ID=10352670&CategoryID=56233
1508,Kenneth Cole Reaction,Women's Rhyme Hiker Sneakers,$139.00,https://www.macys.com/shop/product/kenneth-cole-reaction-womens-rhyme-hiker-sneakers?ID=10012710&CategoryID=56233
1509,Sam Edelman,Ayla Pointed-Toe Pumps,$120.00,https://www.macys.com/shop/product/sam-edelman-ayla-pointed-toe-pumps?ID=9574296&CategoryID=56233
1510,Journee Collection,Women's Wide Calf Spritz-S Boot,$109.00,https://www.macys.com/shop/product/journee-collection-womens-wide-calf-spritz-s-boot?ID=10144274&CategoryID=56233
1511,Vince Camuto,Ronde Dress Sandals,$48.03,https://www.macys.com/shop/product/vince-camuto-ronde-dress-sandals?ID=9540491&CategoryID=56233
1512,Baretraps,Reid Booties,$89.00,https://www.macys.com/shop/product/baretraps-reid-booties?ID=9931202&CategoryID=56233
1513,Teva,Women's Ember Mid Booties,$90.00,https://www.macys.com/shop/product/teva-womens-ember-mid-booties?ID=8433679&CategoryID=56233
1514,Circus by Sam Edelman,Portland Riding Boots,$109.00,https://www.macys.com/shop/product/circus-by-sam-edelman-portland-riding-boots?ID=10130037&CategoryID=56233
1515,Muk Luks,Women's Bootie Slippers,$16.00,https://www.macys.com/shop/product/muk-luks-womens-bootie-slippers?ID=10389380&CategoryID=56233
1516,Tommy Hilfiger,Women's Inella Mixed-Media Booties,$99.00,https://www.macys.com/shop/product/tommy-hilfiger-womens-inella-mixed-media-booties?ID=9371591&CategoryID=56233
1517,LifeStride,Vixen Shooties,$60.00,https://www.macys.com/shop/product/lifestride-vixen-shooties?ID=10210747&CategoryID=56233
1518,Nine West,Holly Slingback Pumps,$89.00,https://www.macys.com/shop/product/nine-west-holly-slingback-pumps?ID=10437036&CategoryID=56233
1519,COACH,Women's Carissa C Chain Booties,$185.00,https://www.macys.com/shop/product/coach-womens-carissa-c-chain-booties?ID=10401328&CategoryID=56233
1520,GUESS,Women's Typical Lace Up Sneakers,$99.00,https://www.macys.com/shop/product/guess-womens-typical-lace-up-sneakers?ID=10363159&CategoryID=56233
1521,Frye,Faye Shooties,$348.00,https://www.macys.com/shop/product/frye-faye-shooties?ID=10426750&CategoryID=56233
1522,Olivia Miller,'Wonderwall' Booties,$99.99,https://www.macys.com/shop/product/olivia-miller-wonderwall-booties?ID=10402753&CategoryID=56233
1523,Dirty Laundry,Pampered Cold Weather Boots,$69.95,https://www.macys.com/shop/product/dirty-laundry-pampered-cold-weather-boots?ID=10404520&CategoryID=56233
1524,Bar III,"Baylee Strappy Sandals, Created for Macy's",$26.93,https://www.macys.com/shop/product/bar-iii-baylee-strappy-sandals-created-for-macys?ID=9021698&CategoryID=56233
1525,G by GUESS,Jasin Dress Sandals,$34.43,https://www.macys.com/shop/product/g-by-guess-jasin-dress-sandals?ID=9987430&CategoryID=56233
1526,Giani Bernini,"Eatonn Memory-Foam Wedges, Created for Macy's",$79.50,https://www.macys.com/shop/product/giani-bernini-eatonn-memory-foam-wedges-created-for-macys?ID=9951723&CategoryID=56233
1527,Circus by Sam Edelman,Circus by Sam Edeman Benett Cold-Weather Boots,$119.00,https://www.macys.com/shop/product/circus-by-sam-edeman-benett-cold-weather-boots?ID=10315960&CategoryID=56233
1528,COACH,Women's Dylan Horse-And-Carriage Booties,$195.00,https://www.macys.com/shop/product/coach-womens-dylan-horse-carriage-booties?ID=9996983&CategoryID=56233
1529,Asics,Women's GT-2000 8 Wide Width Running Sneakers from Finish Line,$120.00,https://www.macys.com/shop/product/asics-womens-gt-2000-8-wide-width-running-sneakers-from-finish-line?ID=10462510&CategoryID=56233
1530,FRYE AND CO,Women's Odessa Booties,$189.00,https://www.macys.com/shop/product/frye-co.-womens-odessa-booties?ID=10224038&CategoryID=56233
1531,Champion,Women's University Script Slippers from Finish Line,$55.00,https://www.macys.com/shop/product/champion-womens-university-script-slippers-from-finish-line?ID=10471817&CategoryID=56233
1532,Charles David,Collection Corona Sandals,$259.00,https://www.macys.com/shop/product/charles-david-collection-corona-sandals?ID=6198876&CategoryID=56233
1533,Sam Edelman,Ilah Western Boots,$160.00,https://www.macys.com/shop/product/sam-edelman-ilah-western-boots?ID=10501136&CategoryID=56233
1534,Cole Haan,Nella Booties,$200.00,https://www.macys.com/shop/product/cole-haan-nella-booties?ID=10009463&CategoryID=56233
1535,Kenneth Cole Reaction,Women's Pro Time Ballet Flats ,$79.00,https://www.macys.com/shop/product/kenneth-cole-reaction-womens-pro-time-ballet-flats?ID=10486602&CategoryID=56233
1536,INC International Concepts,"INC Women's Riolana Pearl Evening Sandals, Created For Macy's",$99.50,https://www.macys.com/shop/product/inc-womens-riolana-pearl-evening-sandals-created-for-macys?ID=10406595&CategoryID=56233
1537,Kenneth Cole Reaction,Women's Corie Boots,$149.00,https://www.macys.com/shop/product/kenneth-cole-reaction-womens-corie-boots?ID=9996308&CategoryID=56233
1538,MICHAEL Michael Kors,Dorothy Flex Pumps,$51.73,https://www.macys.com/shop/product/michael-michael-kors-dorothy-flex-pumps?ID=5612689&CategoryID=56233
1539,Madden Girl,Tell Lace-Up Booties,$59.00,https://www.macys.com/shop/product/madden-girl-tell-lace-up-booties?ID=10052970&CategoryID=56233
1540,dav,Cheyenne Waterproof Women’s Tall Rain Boot,$98.00,https://www.macys.com/shop/product/dav-cheyenne-waterproof-womens-tall-rain-boot?ID=10477603&CategoryID=56233
1541,Giani Bernini,"Women's Carmmell Memory-Foam Wedge Sandals, Created for Macy's",$79.50,https://www.macys.com/shop/product/giani-bernini-womens-carmmell-memory-foam-wedge-sandals-created-for-macys?ID=9946518&CategoryID=56233
1542,The North Face,Women's Shellista II Roll-Down Boots,$130.00,https://www.macys.com/shop/product/the-north-face-womens-shellista-ii-roll-down-boots?ID=8538415&CategoryID=56233
1543,Dirty Laundry,Tycen Canvas Booties,$79.95,https://www.macys.com/shop/product/dirty-laundry-tycen-canvas-booties?ID=10324999&CategoryID=56233
1544,Style & Co,"Stacia Wedge Sandals, Created For Macy's",$59.50,https://www.macys.com/shop/product/style-co-stacia-wedge-sandals-created-for-macys?ID=10342362&CategoryID=56233
1545,Sorel,Women's Joan Of Arctic Wedge Cozy Booties,$250.00,https://www.macys.com/shop/product/sorel-womens-joan-of-arctic-wedge-cozy-booties?ID=9676474&CategoryID=56233
1546,Circus by Sam Edelman,Whistler Booties,$89.00,https://www.macys.com/shop/product/circus-by-sam-edelman-whistler-booties?ID=10130058&CategoryID=56233
1547,Walking Cradles,Fall Flat,$100.00,https://www.macys.com/shop/product/walking-cradles-fall-flat?ID=10480441&CategoryID=56233
1548,Nine West,Perla Block-Heel Sandals,$89.00,https://www.macys.com/shop/product/nine-west-perla-block-heel-sandals?ID=9983727&CategoryID=56233
1549,DKNY,"Iva Dress Sandals, Created For Macy's",$79.99,https://www.macys.com/shop/product/dkny-iva-dress-sandals-created-for-macys?ID=9541921&CategoryID=56233
1550,Nine West,Nacoby Over-The-Knee Riding Boots,$189.00,https://www.macys.com/shop/product/nine-west-nacoby-over-the-knee-riding-boots?ID=9983709&CategoryID=56233
1551,Asics,Women's GEL-Nimbus 21 Platinum Running Sneakers from Finish Line,$80.00,https://www.macys.com/shop/product/asics-womens-gel-nimbus-21-platinum-running-sneakers-from-finish-line?ID=10004245&CategoryID=56233
1552,Journee Collection,Women's Wide Calf Carly Boot,$99.99,https://www.macys.com/shop/product/journee-collection-womens-wide-calf-carly-boot?ID=10361434&CategoryID=56233
1553,Style & Co,"Traycee Dress Sandals, Created For Macy's",$59.50,https://www.macys.com/shop/product/style-co-traycee-dress-sandals-created-for-macys?ID=10406902&CategoryID=56233
1554,Puma,Women's Cali MetFoil Casual Sneakers from Finish Line,$70.00,https://www.macys.com/shop/product/puma-womens-cali-metfoil-casual-sneakers-from-finish-line?ID=10462601&CategoryID=56233
1555,Skechers,Women's Synergy 3.0 Wide Width Walking Sneakers from Finish Line,$30.00,https://www.macys.com/shop/product/skechers-womens-synergy-3.0-wide-width-walking-sneakers-from-finish-line?ID=9653544&CategoryID=56233
1556,Skechers,Women's Street Amp'd City Chic Casual Athletic Sneakers from Finish Line,$55.00,https://www.macys.com/shop/product/skechers-womens-street-ampd-city-chic-casual-athletic-sneakers-from-finish-line?ID=10316658&CategoryID=56233
1557,Lamo,Women's Caroline Knit Scuff Slipper,$50.00,https://www.macys.com/shop/product/lamo-womens-caroline-knit-scuff-slipper?ID=10241315&CategoryID=56233
1558,Lauren Ralph Lauren,Addington Booties,$150.00,https://www.macys.com/shop/product/lauren-ralph-lauren-addington-booties?ID=9492248&CategoryID=56233
1559,INC International Concepts,"INC Women's Siona Asymmetrical PlatForm Wedge Sandals, Created For Macy's",$79.50,https://www.macys.com/shop/product/inc-womens-siona-asymmetrical-platform-wedge-sandals-created-for-macys?ID=10335651&CategoryID=56233
1560,MICHAEL Michael Kors,Susan Flex Pumps,$110.00,https://www.macys.com/shop/product/michael-michael-kors-susan-flex-pumps?ID=10179813&CategoryID=56233
1561,LifeStride,Giovanna Prf Pumps,$70.00,https://www.macys.com/shop/product/lifestride-giovanna-prf-pumps?ID=10444519&CategoryID=56233
1562,Chinese Laundry,Berkeley Over-The-Knee Dress Boots,$99.95,https://www.macys.com/shop/product/chinese-laundry-berkeley-over-the-knee-dress-boots?ID=9920515&CategoryID=56233
1563,Rockport,Women's Total Motion Ariahnna Plain Boots,$150.00,https://www.macys.com/shop/product/rockport-womens-total-motion-ariahnna-plain-boots?ID=10360759&CategoryID=56233
1564,BEARPAW,Women's Effie Slippers,$59.00,https://www.macys.com/shop/product/bearpaw-womens-effie-slippers?ID=10212042&CategoryID=56233
1565,Franco Sarto, Vianna Pointed-Toe Loafers  ,$99.00,https://www.macys.com/shop/product/franco-sarto-vianna-pointed-toe-loafers?ID=10453075&CategoryID=56233
1566,Brooks,Women's Ghost 12 Running Sneakers from Finish Line,$130.00,https://www.macys.com/shop/product/brooks-womens-ghost-12-running-sneakers-from-finish-line?ID=10180363&CategoryID=56233
1567,Lauren Ralph Lauren,Welford III Booties,$95.03,https://www.macys.com/shop/product/lauren-ralph-lauren-welford-iii-booties?ID=9502652&CategoryID=56233
1568,DV Dolce Vita,Denzel Slip-On Booties,$37.93,https://www.macys.com/shop/product/dv-dolce-vita-denzel-slip-on-booties?ID=10421570&CategoryID=56233
1569,Naturalizer,Liam Oxfords,$69.99,https://www.macys.com/shop/product/naturalizer-liam-oxfords?ID=10474139&CategoryID=56233
1570,Dirty Laundry,Wyatt Western Booties,$69.95,https://www.macys.com/shop/product/dirty-laundry-wyatt-western-booties?ID=10404527&CategoryID=56233
1571,Dirty Laundry,Treble Hiker Booties,$79.95,https://www.macys.com/shop/product/dirty-laundry-treble-hiker-booties?ID=10404522&CategoryID=56233
1572,indigo rd.,Tonda Booties,$69.00,https://www.macys.com/shop/product/indigo-rd.-tonda-booties?ID=10010864&CategoryID=56233
1573,Sperry,Women's Saltwater Tall Rain Boots,$100.00,https://www.macys.com/shop/product/sperry-womens-saltwater-tall-rain-boots?ID=10079304&CategoryID=56233
1574,Ecco,Women's Shape 35 Mod Ankle Boots,$180.00,https://www.macys.com/shop/product/ecco-womens-shape-35-mod-ankle-boots?ID=10347423&CategoryID=56233
1575,Timberland,Women's Courmayeur Valley Shearling Leather Boots ,$180.00,https://www.macys.com/shop/product/timberland-womens-courmayeur-valley-shearling-leather-boots?ID=10004440&CategoryID=56233
1576,Jack Rogers,Poppy Suede Booties,$138.00,https://www.macys.com/shop/product/jack-rogers-poppy-suede-booties?ID=10336964&CategoryID=56233
1577,Jessica Simpson,Mishka Platform Dress Sandals,$89.00,https://www.macys.com/shop/product/jessica-simpson-mishka-platform-dress-sandals?ID=10481840&CategoryID=56233
1578,Baretraps,Lovelace Mid-Shaft Boots,$99.00,https://www.macys.com/shop/product/baretraps-lovelace-mid-shaft-boots?ID=10079153&CategoryID=56233
1579,Easy Street,Guild Comfort Booties,$55.00,https://www.macys.com/shop/product/easy-street-guild-comfort-booties?ID=10207265&CategoryID=56233
1580,Sam Edelman,Wally Studded Booties,$118.99,https://www.macys.com/shop/product/sam-edelman-wally-studded-booties?ID=10128369&CategoryID=56233
1581,MIA,Aden Combat Boots,$69.99,https://www.macys.com/shop/product/mia-aden-combat-boots?ID=10189245&CategoryID=56233
1582,Jessica Simpson,Mikah Hiker Booties,$149.00,https://www.macys.com/shop/product/jessica-simpson-mikah-hiker-booties?ID=9977014&CategoryID=56233
1583,Sugar,Marisol Booties,$70.00,https://www.macys.com/shop/product/sugar-marisol-booties?ID=10255501&CategoryID=56233
1584,Bandolino,Lehain Slip On Loafers,$69.00,https://www.macys.com/shop/product/bandolino-lehain-slip-on-loafers?ID=9927777&CategoryID=56233
1585,Jessica Simpson,Tamira Embellished Western Booties,$149.00,https://www.macys.com/shop/product/jessica-simpson-tamira-embellished-western-booties?ID=9887656&CategoryID=56233
1586,Circus by Sam Edelman,Cal Booties,$89.00,https://www.macys.com/shop/product/circus-by-sam-edelman-cal-booties?ID=10194688&CategoryID=56233
1587,Muk Luks,Women's Patti Boots,$76.00,https://www.macys.com/shop/product/muk-luks-womens-patti-boots?ID=10253842&CategoryID=56233
1588,Muk Luks,Women's Gladys Slippers,$30.00,https://www.macys.com/shop/product/muk-luks-womens-gladys-slippers?ID=10389378&CategoryID=56233
1589,Skechers,Women's Ultra Flex Moon Glimmer Walking Sneakers from Finish Line,$40.00,https://www.macys.com/shop/product/skechers-womens-ultra-flex-moon-glimmer-walking-sneakers-from-finish-line?ID=10097358&CategoryID=56233
1590,Sorel,Women's Phoenix Moto Shearling Boots,$210.00,https://www.macys.com/shop/product/sorel-womens-phoenix-moto-shearling-boots?ID=9676475&CategoryID=56233
1591,adidas,Women's Originals Supercourt Casual Sneakers from Finish Line,$75.00,https://www.macys.com/shop/product/adidas-womens-originals-supercourt-casual-sneakers-from-finish-line?ID=10180358&CategoryID=56233
1592,Sorel,Women's Phoenix Short Lace Shearling Boots,$200.00,https://www.macys.com/shop/product/sorel-womens-phoenix-short-lace-shearling-boots?ID=9676503&CategoryID=56233
1593,Timberland,Women's Sienna High Lace-Up Waterproof Boots,$190.00,https://www.macys.com/shop/product/timberland-womens-sienna-high-lace-up-waterproof-boots?ID=10003183&CategoryID=56233
1594,COACH,Women's Sidney Lace-Up Booties,$235.00,https://www.macys.com/shop/product/coach-womens-sidney-lace-up-booties?ID=10272331&CategoryID=56233
1595,Aerosoles,Out Of Town Mules,$99.00,https://www.macys.com/shop/product/aerosoles-out-of-town-mules?ID=10399319&CategoryID=56233
1596,Madden Girl,Minty Lug Loafers,$59.00,https://www.macys.com/shop/product/madden-girl-minty-lug-loafers?ID=10419177&CategoryID=56233
1597,Sam Edelman,Hilty Ankle Booties,$180.00,https://www.macys.com/shop/product/sam-edelman-hilty-ankle-booties?ID=10365822&CategoryID=56233
1598,LifeStride,Keaton Slip-ons,$75.00,https://www.macys.com/shop/product/lifestride-keaton-slip-ons?ID=10444522&CategoryID=56233
1599,FitFlop,Allegro Ballet Flats,$100.00,https://www.macys.com/shop/product/fitflop-allegro-ballet-flats?ID=10483139&CategoryID=56233
1600,Journee Collection,Women's Wide Calf Angel Boot,$78.00,https://www.macys.com/shop/product/journee-collection-womens-wide-calf-angel-boot?ID=9268289&CategoryID=56233
1601,Adrienne Vittadini,Women's Theresa Booties,$179.00,https://www.macys.com/shop/product/adrienne-vittadini-womens-theresa-booties?ID=10132349&CategoryID=56233
1602,Aerosoles,Deal Breaker Pumps,$115.00,https://www.macys.com/shop/product/aerosoles-deal-breaker-pumps?ID=10399119&CategoryID=56233
1603,Seven Dials,Halsey Booties,$69.00,https://www.macys.com/shop/product/seven-dials-halsey-booties?ID=9969969&CategoryID=56233
1604,Cole Haan,Women's Idina Booties,$220.00,https://www.macys.com/shop/product/cole-haan-womens-idina-booties?ID=10185287&CategoryID=56233
1605,Calvin Klein,Women's Heidy Flats,$109.00,https://www.macys.com/shop/product/calvin-klein-womens-heidy-flats?ID=10360852&CategoryID=56233
1606,FitFlop,Lottie Corsage Thong Sandals,$90.00,https://www.macys.com/shop/product/fitflop-lottie-corsage-thong-sandals?ID=10140776&CategoryID=56233
1607,Dingo,Women's Jango Leather Regular-Calf Boot,$109.95,https://www.macys.com/shop/product/dingo-womens-jango-leather-regular-calf-boot?ID=10469689&CategoryID=56233
1608,Lugz,Women's Grotto II Fur Boot,$65.00,https://www.macys.com/shop/product/lugz-womens-grotto-ii-fur-boot?ID=9895838&CategoryID=56233
1609,MICHAEL Michael Kors,Ava Dress Sandals,$49.03,https://www.macys.com/shop/product/michael-michael-kors-ava-dress-sandals?ID=8598705&CategoryID=56233
