,item_brand,item_name,item_price,item_link
3484,Harley Davidson,Harley-Davidson Women's Tyler Casual Boot,$140.00,https://www.macys.com/shop/product/harley-davidson-womens-tyler-casual-boot?ID=10285030&CategoryID=56233
3485,Wanted,Ace Lace Up Sneaker,$68.00,https://www.macys.com/shop/product/wanted-ace-lace-up-sneaker?ID=10080251&CategoryID=56233
3486,Nike,Women's RYZ 365 Casual Sneakers from Finish Line,$85.00,https://www.macys.com/shop/product/nike-womens-ryz-365-casual-sneakers-from-finish-line?ID=10462595&CategoryID=56233
3487,b.o.c.,Oliver Wide Calf Riding Leather Boots ,$155.00,https://www.macys.com/shop/product/b.o.c.-oliver-wide-calf-riding-leather-boots?ID=8018898&CategoryID=56233
3488,Harley Davidson,Harley-Davidson Women's Alivia Casual Boot,$185.00,https://www.macys.com/shop/product/harley-davidson-womens-alivia-casual-boot?ID=10285029&CategoryID=56233
3489,New Balance,Women's 997 Casual Sneakers from Finish Line,$90.00,https://www.macys.com/shop/product/new-balance-womens-997-casual-sneakers-from-finish-line?ID=10353521&CategoryID=56233
3490,adidas,Women's Adilette Comfort Slide Sandals from Finish Line,$35.00,https://www.macys.com/shop/product/adidas-womens-adilette-comfort-slide-sandals-from-finish-line?ID=10018364&CategoryID=56233
3491,Naturalizer,Raine Strappy Wedge Sandals,$39.99,https://www.macys.com/shop/product/naturalizer-raine-strappy-wedge-sandals?ID=8304013&CategoryID=56233
3492,Nine West,Tiaa Sock Booties,$139.00,https://www.macys.com/shop/product/nine-west-tiaa-sock-booties?ID=9983738&CategoryID=56233
3493,Lugz,Women's Drifter LX Boot,$70.00,https://www.macys.com/shop/product/lugz-womens-drifter-lx-boot?ID=9895817&CategoryID=56233
3494,Carlos by Carlos Santana,Rowan Booties,$69.00,https://www.macys.com/shop/product/carlos-by-carlos-santana-rowan-booties?ID=10458200&CategoryID=56233
3495,Capezio,"Ballroom Practice 1.25"" Cuban Heel Shoe",$94.00,https://www.macys.com/shop/product/capezio-ballroom-practice-1.25-cuban-heel-shoe?ID=10059103&CategoryID=56233
3496,Naturalizer,Michelle Pumps,$99.00,https://www.macys.com/shop/product/naturalizer-michelle-pumps?ID=10456272&CategoryID=56233
3497,Clarks,Collection Women's Fenner Nerice Flip-Flops,$50.00,https://www.macys.com/shop/product/clarks-collection-womens-fenner-nerice-flip-flops?ID=10083395&CategoryID=56233
3498,New Balance,Women's 220 Casual Sneakers from Finish Line,$40.00,https://www.macys.com/shop/product/new-balance-womens-220-casual-sneakers-from-finish-line?ID=6653224&CategoryID=56233
3499,Style & Co,"Women's Fellicity Ankle Booties, Created for Macy's",$34.63,https://www.macys.com/shop/product/style-co-womens-fellicity-ankle-booties-created-for-macys?ID=4789685&CategoryID=56233
3500,GUESS,Porcia High-Top Sneakers,$40.93,https://www.macys.com/shop/product/guess-porcia-high-top-sneakers?ID=9540834&CategoryID=56233
3501,Sam Edelman,Yaro Dress Sandals,$120.00,https://www.macys.com/shop/product/sam-edelman-yaro-dress-sandals?ID=10365770&CategoryID=56233
3502,Chinese Laundry,Foxie Platform Dress Sandals,$59.95,https://www.macys.com/shop/product/chinese-laundry-foxie-platform-dress-sandals?ID=9977733&CategoryID=56233
3503,Chinese Laundry,Flip Ankle Booties,$99.00,https://www.macys.com/shop/product/chinese-laundry-flip-ankle-booties?ID=10502513&CategoryID=56233
3504,Franco Sarto,Hadley High Shaft Boots,$150.00,https://www.macys.com/shop/product/franco-sarto-hadley-high-shaft-boots?ID=10436817&CategoryID=56233
3505,Elegance,Badgley Mischka Evening Shoes,$225.00,https://www.macys.com/shop/product/badgley-mischka-elegance-evening-shoes?ID=10083366&CategoryID=56233
3506,Lamo,Women's Jingle Narrow Moccasins,$70.00,https://www.macys.com/shop/product/lamo-womens-jingle-narrow-moccasins?ID=10241320&CategoryID=56233
3507,Chinese Laundry,Arctic Wedge Ankle Booties,$99.00,https://www.macys.com/shop/product/chinese-laundry-arctic-wedge-ankle-booties?ID=10502514&CategoryID=56233
3508,Frye,Women's Melissa Button 2 Wide-Calf Tall Leather Boots ,$199.99,https://www.macys.com/shop/product/frye-womens-melissa-button-2-wide-calf-tall-leather-boots?ID=5259870&CategoryID=56233
3509,Circus by Sam Edelman,Ibis Dress Sandals,$49.00,https://www.macys.com/shop/product/circus-by-sam-edelman-ibis-dress-sandals?ID=9336828&CategoryID=56233
3510,FitFlop,Electra Classic Toe-Thong Sandals,$70.00,https://www.macys.com/shop/product/fitflop-electra-classic-toe-thong-sandals?ID=10419380&CategoryID=56233
3511,Journee Collection,Women's Lowis Pumps,$65.00,https://www.macys.com/shop/product/journee-collection-womens-lowis-pumps?ID=9597596&CategoryID=56233
3512,Madden Girl,Bella Two-Piece Block Heel Sandals,$49.00,https://www.macys.com/shop/product/madden-girl-bella-two-piece-block-heel-sandals?ID=10129527&CategoryID=56233
3513,Capezio,Premiere Tap Shoe,$92.00,https://www.macys.com/shop/product/capezio-premiere-tap-shoe?ID=10059118&CategoryID=56233
3514,Dirty Laundry,Embark Lace Up Sneakers,$59.95,https://www.macys.com/shop/product/dirty-laundry-embark-lace-up-sneakers?ID=10404523&CategoryID=56233
3515,Lucky Brand,Women's Nilafa Leather Booties ,$149.00,https://www.macys.com/shop/product/lucky-brand-womens-nilafa-leather-booties?ID=10212106&CategoryID=56233
3516,Lucky Brand,Baley Booties ,$129.00,https://www.macys.com/shop/product/lucky-brand-baley-booties?ID=7901923&CategoryID=56233
3517,THERAFIT,Shoe Molly Leather Clog,$150.00,https://www.macys.com/shop/product/therafit-shoe-molly-leather-clog?ID=9907276&CategoryID=56233
3518,Adrienne Vittadini,Women's Ratti Booties,$169.00,https://www.macys.com/shop/product/adrienne-vittadini-womens-ratti-booties?ID=10036863&CategoryID=56233
3519,Madden Girl,Suzy Platform Sandals,$59.00,https://www.macys.com/shop/product/madden-girl-suzy-platform-sandals?ID=8422201&CategoryID=56233
3520,TOMS,Women's Avalon Slip On Sneakers,$59.00,https://www.macys.com/shop/product/toms-womens-avalon-slip-on-sneakers?ID=8295904&CategoryID=56233
3521,Kenneth Cole New York,Women's Kam Ballet Sneakers,$120.00,https://www.macys.com/shop/product/kenneth-cole-new-york-womens-kam-ballet-sneakers?ID=10489818&CategoryID=56233
3522,Sam Edelman,Raakel High Shaft Boots,$275.00,https://www.macys.com/shop/product/sam-edelman-raakel-high-shaft-boots?ID=10443537&CategoryID=56233
3523,Steve Madden,Women's Margo Espadrille Mules,$112.00,https://www.macys.com/shop/product/steve-madden-womens-margo-espadrille-mules?ID=10358255&CategoryID=56233
3524,Carlos by Carlos Santana,Brie Ankle Booties,$69.00,https://www.macys.com/shop/product/carlos-by-carlos-santana-brie-ankle-booties?ID=9971203&CategoryID=56233
3525,Baretraps,Dasie Rebound Technology Sandals,$59.00,https://www.macys.com/shop/product/baretraps-dasie-rebound-technology-sandals?ID=10187724&CategoryID=56233
3526,Skechers,Women's BOBS-B Cute Gore Slip-On Casual Sneakers from Finish Line,$39.99,https://www.macys.com/shop/product/skechers-womens-bobs-b-cute-gore-slip-on-casual-sneakers-from-finish-line?ID=9348361&CategoryID=56233
3527,Gentle Souls,by Kenneth Cole Women's Lizzy A-line Espadrilles,$149.00,https://www.macys.com/shop/product/gentle-souls-by-kenneth-cole-womens-lizzy-a-line-espadrilles?ID=10386490&CategoryID=56233
3528,Nike,Women's Renew Run Running Sneakers from Finish Line,$90.00,https://www.macys.com/shop/product/nike-womens-renew-run-running-sneakers-from-finish-line?ID=10496637&CategoryID=56233
3529,Sam Edelman,Hilty Ankle Booties,$160.00,https://www.macys.com/shop/product/sam-edelman-hilty-ankle-booties?ID=9674382&CategoryID=56233
3530,Dingo,Women's Telluride Leather Boot,$149.95,https://www.macys.com/shop/product/dingo-womens-telluride-leather-boot?ID=10469674&CategoryID=56233
3531,Lugz,Women's Clipper LX Slip-on Sneaker,$45.00,https://www.macys.com/shop/product/lugz-womens-clipper-lx-slip-on-sneaker?ID=9895797&CategoryID=56233
3532,MICHAEL Michael Kors,Tavie Rain Booties,$89.00,https://www.macys.com/shop/product/michael-michael-kors-tavie-rain-booties?ID=6531398&CategoryID=56233
3533,Naturalizer,Gisella Slip-on Flats,$69.00,https://www.macys.com/shop/product/naturalizer-gisella-slip-on-flats?ID=9295832&CategoryID=56233
3534,Nina,Robina Platform Dress Sandals ,$39.43,https://www.macys.com/shop/product/nina-robina-platform-dress-sandals?ID=7650204&CategoryID=56233
3535,Franco Sarto,Grenoble Pumps,$89.00,https://www.macys.com/shop/product/franco-sarto-grenoble-pumps?ID=9360855&CategoryID=56233
3536,Jack Rogers,Amelia City Sandals,$154.00,https://www.macys.com/shop/product/jack-rogers-amelia-city-sandals?ID=10336985&CategoryID=56233
3537,Franco Sarto,Dingo Booties,$129.00,https://www.macys.com/shop/product/franco-sarto-dingo-booties?ID=9360733&CategoryID=56233
3538,Steve Madden,Women's Pascale Flat Sandals,$23.93,https://www.macys.com/shop/product/steve-madden-womens-pascale-flat-sandals?ID=6956754&CategoryID=56233
3539,Kenneth Cole Reaction,Women's Salt Chelsea Booties,$109.00,https://www.macys.com/shop/product/kenneth-cole-reaction-womens-salt-chelsea-booties?ID=10482594&CategoryID=56233
3540,Katy Perry,The Aurora Embellished Booties,$129.00,https://www.macys.com/shop/product/katy-perry-the-aurora-embellished-booties?ID=10145455&CategoryID=56233
3541,Blue by Betsey Johnson,Mari Heels,$54.43,https://www.macys.com/shop/product/blue-by-betsey-johnson-mari-heels?ID=7278696&CategoryID=56233
3542,Betsey Johnson,Cait Dress Booties,$99.00,https://www.macys.com/shop/product/betsey-johnson-cait-dress-booties?ID=10079902&CategoryID=56233
3543,Dearfoams,"Microsuede Clog Slipper, Online Only",$30.00,https://www.macys.com/shop/product/dearfoams-microsuede-clog-slipper-online-only?ID=9392374&CategoryID=56233
3544,INC International Concepts,"INC Bahira Block-Heel Pumps, Created For Macy's",$38.93,https://www.macys.com/shop/product/inc-bahira-block-heel-pumps-created-for-macys?ID=6322714&CategoryID=56233
3545,Born,Banni Booties,$120.00,https://www.macys.com/shop/product/born-banni-booties?ID=10200405&CategoryID=56233
3546,Mark Nason,Los Angeles Women's A-Line - Rider Casual Sneakers from Finish Line,$60.00,https://www.macys.com/shop/product/mark-nason-los-angeles-womens-a-line-rider-casual-sneakers-from-finish-line?ID=9542228&CategoryID=56233
3547,Betsey Johnson,Cella Slingback Pumps,$69.00,https://www.macys.com/shop/product/betsey-johnson-cella-slingback-pumps?ID=10150528&CategoryID=56233
3548,Nike,Women's Classic Cortez Leather Casual Sneakers from Finish Line,$70.00,https://www.macys.com/shop/product/nike-womens-classic-cortez-leather-casual-sneakers-from-finish-line?ID=10462591&CategoryID=56233
3549,Capezio,Cadence Tap Shoe,$78.00,https://www.macys.com/shop/product/capezio-cadence-tap-shoe?ID=10059690&CategoryID=56233
3550,TOMS,Women's Star Wars™ Alpargata Slip-On Flats from TOMS,$69.95,https://www.macys.com/shop/product/womens-star-wars-alpargata-slip-on-flats-from-toms?ID=10176035&CategoryID=56233
3551,Aerosoles,East Side Loafers,$99.00,https://www.macys.com/shop/product/aerosoles-east-side-loafers?ID=10134729&CategoryID=56233
3552,Skechers,Women's Sepulveda Blvd - A La Mode Casual Sneakers from Finish Line,$45.00,https://www.macys.com/shop/product/skechers-womens-sepulveda-blvd-a-la-mode-casual-sneakers-from-finish-line?ID=9437209&CategoryID=56233
3553,Style & Co,"Kaii Cold-Weather Ankle Booties, Created for Macy's",$69.50,https://www.macys.com/shop/product/style-co-kaii-cold-weather-ankle-booties-created-for-macys?ID=6324582&CategoryID=56233
3554,Nike,Women's Air Max Motion 2 Casual Sneakers from Finish Line,$85.00,https://www.macys.com/shop/product/nike-womens-air-max-motion-2-casual-sneakers-from-finish-line?ID=10097401&CategoryID=56233
3555,Cole Haan,Piper Mules,$140.00,https://www.macys.com/shop/product/cole-haan-piper-mules?ID=8505586&CategoryID=56233
3556,Jessica Simpson,Waldin Pointy Toe Pumps,$98.00,https://www.macys.com/shop/product/jessica-simpson-waldin-pointy-toe-pumps?ID=9492513&CategoryID=56233
3557,Bar III,"Birdie City Two-Piece Block-Heel Sandals, Created for Macy's",$26.93,https://www.macys.com/shop/product/bar-iii-birdie-city-two-piece-block-heel-sandals-created-for-macys?ID=4371446&CategoryID=56233
3558,Asics,Women's GEL-Kayano 26 Running Sneakers from Finish Line,$160.00,https://www.macys.com/shop/product/asics-womens-gel-kayano-26-running-sneakers-from-finish-line?ID=10018369&CategoryID=56233
3559,Donald Pliner,Corin Block-Heel Pumps,$90.93,https://www.macys.com/shop/product/donald-pliner-corin-block-heel-pumps?ID=10140856&CategoryID=56233
3560,Kenneth Cole New York,Women's Labella Slouch Booties,$195.00,https://www.macys.com/shop/product/kenneth-cole-new-york-womens-labella-slouch-booties?ID=7007967&CategoryID=56233
3561,Frye,Kenzie Venetian Flats,$198.00,https://www.macys.com/shop/product/frye-kenzie-venetian-flats?ID=10426715&CategoryID=56233
3562,Thalia Sodi,"Rajel Dress Boots, Created for Macy's",$99.50,https://www.macys.com/shop/product/thalia-sodi-rajel-dress-boots-created-for-macys?ID=7065351&CategoryID=56233
3563,Skechers,Women's Relaxed Fit: Reggae Fest - Moro Rock Boots from Finish Line,$50.00,https://www.macys.com/shop/product/skechers-womens-relaxed-fit-reggae-fest-moro-rock-boots-from-finish-line?ID=6821457&CategoryID=56233
3564,Sam Edelman,Doriss Strappies,$130.00,https://www.macys.com/shop/product/sam-edelman-doriss-strappies?ID=10501084&CategoryID=56233
3565,Camper,Women's Right Nina Flats,$160.00,https://www.macys.com/shop/product/camper-womens-right-nina-flats?ID=10178510&CategoryID=56233
3566,Karen Scott,"Jodie Loafers, Created for Macy's",$59.50,https://www.macys.com/shop/product/karen-scott-jodie-loafers-created-for-macys?ID=7914992&CategoryID=56233
3567,Capezio,Mary Jane Tap Shoe,$48.00,https://www.macys.com/shop/product/capezio-mary-jane-tap-shoe?ID=10056856&CategoryID=56233
3568,Sperry,Women's Angelfish Boat Shoes,$90.00,https://www.macys.com/shop/product/sperry-womens-angelfish-boat-shoes?ID=9347862&CategoryID=56233
3569,Capezio,Canvas Pirouette II Shoe,$18.50,https://www.macys.com/shop/product/capezio-canvas-pirouette-ii-shoe?ID=10059813&CategoryID=56233
3570,Seven Dials,Sherly Pointed-Toe Booties,$59.00,https://www.macys.com/shop/product/seven-dials-sherly-pointed-toe-booties?ID=7800648&CategoryID=56233
3571,Steve Madden,Women's Glassy Sandals,$122.00,https://www.macys.com/shop/product/steve-madden-womens-glassy-sandals?ID=10231919&CategoryID=56233
3572,Naturalizer,Finlee Ankle Strap Sandals,$49.99,https://www.macys.com/shop/product/naturalizer-finlee-ankle-strap-sandals?ID=8303746&CategoryID=56233
3573,New Balance,Women's 574 Pebbled Casual Sneakers from Finish Line,$80.00,https://www.macys.com/shop/product/new-balance-womens-574-pebbled-casual-sneakers-from-finish-line?ID=8826066&CategoryID=56233
3574,Dearfoams,"Women's Microfiber Slide Slippers, Online Only",$24.00,https://www.macys.com/shop/product/dearfoams-womens-microfiber-slide-slippers-online-only?ID=9389160&CategoryID=56233
3575,Alfani,"Women's Step N Flex Jasmynee Shooties, Created For Macy's",$79.50,https://www.macys.com/shop/product/alfani-womens-step-n-flex-jasmynee-shooties-created-for-macys?ID=10467417&CategoryID=56233
3576,Dearfoams,"Women's Microfiber Slide Slippers, Online Only",$24.00,https://www.macys.com/shop/product/dearfoams-womens-microfiber-slide-slippers-online-only?ID=9389160&CategoryID=56233
3577,Alfani,"Women's Step N Flex Jasmynee Shooties, Created For Macy's",$79.50,https://www.macys.com/shop/product/alfani-womens-step-n-flex-jasmynee-shooties-created-for-macys?ID=10467417&CategoryID=56233
3578,dav,Virginia Waterproof Women’s Rain Boot,$139.00,https://www.macys.com/shop/product/dav-virginia-waterproof-womens-rain-boot?ID=10477578&CategoryID=56233
3579,Soul Naturalizer,Mackenzie Wide Calf High Shaft Boots,$110.00,https://www.macys.com/shop/product/soul-naturalizer-mackenzie-wide-calf-high-shaft-boots?ID=10467776&CategoryID=56233
3580,Andre Assous,Pauly Mules,$73.93,https://www.macys.com/shop/product/andre-assous-pauly-mules?ID=9346989&CategoryID=56233
3581,Eastland Shoe,Eastland Jasmine Chelsea Boots,$70.00,https://www.macys.com/shop/product/eastland-jasmine-chelsea-boots?ID=10439673&CategoryID=56233
3582,Born,Tonic Boots,$165.00,https://www.macys.com/shop/product/born-tonic-boots?ID=10200292&CategoryID=56233
3583,Donald Pliner,Vanesa Dress Sandals,$90.93,https://www.macys.com/shop/product/donald-pliner-vanesa-dress-sandals?ID=8924807&CategoryID=56233
3584,Aerosoles,Martha Stewart Julia Riding Boots,$240.00,https://www.macys.com/shop/product/aerosoles-martha-stewart-julia-riding-boots?ID=10145111&CategoryID=56233
3585,Kenneth Cole New York,Andra Sandals,$175.00,https://www.macys.com/shop/product/kenneth-cole-new-york-andra-sandals?ID=10335698&CategoryID=56233
3586,Easy Spirit,Traveltime Mules,$69.00,https://www.macys.com/shop/product/easy-spirit-traveltime-mules?ID=8265239&CategoryID=56233
3587,INC International Concepts,"INC Women's Pravale Cold-Weather Boots, Created for Macy's",$99.50,https://www.macys.com/shop/product/inc-womens-pravale-cold-weather-boots-created-for-macys?ID=6632869&CategoryID=56233
3588,Patricia Nash,Milano Sneakers,$149.00,https://www.macys.com/shop/product/patricia-nash-milano-sneakers?ID=10012873&CategoryID=56233
3589,FitFlop,Lulu Glitter Toe-Thong Sandals,$70.00,https://www.macys.com/shop/product/fitflop-lulu-glitter-toe-thong-sandals?ID=10083790&CategoryID=56233
3590,Seven7,Women's Casanova Western Studded Ankle Boot,$92.00,https://www.macys.com/shop/product/seven7-womens-casanova-western-studded-ankle-boot?ID=10196746&CategoryID=56233
3591,Capezio,"Donatella 2"" Shank Pointe Shoe",$80.00,https://www.macys.com/shop/product/capezio-donatella-2-shank-pointe-shoe?ID=10055440&CategoryID=56233
3592,Kenneth Cole New York,Merrick 85 Shooties,$160.00,https://www.macys.com/shop/product/kenneth-cole-new-york-merrick-85-shooties?ID=10360002&CategoryID=56233
3593,Aerosoles,Roxbury Booties,$160.00,https://www.macys.com/shop/product/aerosoles-roxbury-booties?ID=10399322&CategoryID=56233
3594,Camper,Women's Iman Flats,$155.00,https://www.macys.com/shop/product/camper-womens-iman-flats?ID=10178490&CategoryID=56233
3595,Franco Sarto,Lucianna Boots,$219.00,https://www.macys.com/shop/product/franco-sarto-lucianna-boots?ID=10482992&CategoryID=56233
3596,Steve Madden,Women's Signal Mule Sandals,$92.00,https://www.macys.com/shop/product/steve-madden-womens-signal-mule-sandals?ID=10458820&CategoryID=56233
3597,Easy Spirit, Adabelle Winter Booties,$129.00,https://www.macys.com/shop/product/easy-spirit-adabelle-winter-booties?ID=9982818&CategoryID=56233
3598,Sam Edelman,Leeanne Strappies,$130.00,https://www.macys.com/shop/product/sam-edelman-leeanne-strappies?ID=10501234&CategoryID=56233
3599,adidas,Women's Originals Sleek Casual Sneakers from Finish Line,$79.99,https://www.macys.com/shop/product/adidas-womens-originals-sleek-casual-sneakers-from-finish-line?ID=8346969&CategoryID=56233
3600,UGG®,Women's Cozette Sandal Slippers,$80.00,https://www.macys.com/shop/product/ugg-womens-cozette-sandal-slippers?ID=6937852&CategoryID=56233
3601,Chinese Laundry,Aced Platform Wedge Sandals,$69.95,https://www.macys.com/shop/product/chinese-laundry-aced-platform-wedge-sandals?ID=9358597&CategoryID=56233
3602,Style & Co,"Morggan Lace-Up Combat Booties, Created for Macy's",$89.50,https://www.macys.com/shop/product/style-co-morggan-lace-up-combat-booties-created-for-macys?ID=6324373&CategoryID=56233
3603,BCBGeneration,Lanni Flat Mules,$89.00,https://www.macys.com/shop/product/bcbgeneration-lanni-flat-mules?ID=10463641&CategoryID=56233
3604,dav,Cambridge Waterproof Women’s Nylon Rain Boot,$129.00,https://www.macys.com/shop/product/dav-cambridge-waterproof-womens-nylon-rain-boot?ID=10477573&CategoryID=56233
3605,Capezio,Airess Broad Toe Flexifirm Pointe Shoe,$60.00,https://www.macys.com/shop/product/capezio-airess-broad-toe-flexifirm-pointe-shoe?ID=10055434&CategoryID=56233
3606,Enzo Angiolini,Adelia Sandals,$89.00,https://www.macys.com/shop/product/enzo-angiolini-adelia-sandals?ID=8204649&CategoryID=56233
3607,Charter Club,"Loafer Slippers, Created for Macy's",$24.99,https://www.macys.com/shop/product/charter-club-loafer-slippers-created-for-macys?ID=8010968&CategoryID=56233
3608,Eastland Shoe,Eastland Women's Bucksport Oxford Flats,$90.00,https://www.macys.com/shop/product/eastland-womens-bucksport-oxford-flats?ID=8924499&CategoryID=56233
3609,Olivia Miller,'Free Fallin' Booties,$109.99,https://www.macys.com/shop/product/olivia-miller-free-fallin-booties?ID=10402803&CategoryID=56233
3610,Chooka,Women's Bainbridge Adjustable Rain Boot,$80.00,https://www.macys.com/shop/product/chooka-womens-bainbridge-adjustable-rain-boot?ID=10148495&CategoryID=56233
3611,Skechers,Women's GOwalk Joy - Paradise Wide Width Casual Walking Sneakers from Finish Line,$40.00,https://www.macys.com/shop/product/skechers-womens-gowalk-joy-paradise-wide-width-casual-walking-sneakers-from-finish-line?ID=7006226&CategoryID=56233
3612,Journee Collection,Women's Charming-01 Wide Calf Boot,$99.00,https://www.macys.com/shop/product/journee-collection-womens-charming-01-wide-calf-boot?ID=9334051&CategoryID=56233
3613,Harley Davidson,Harley-Davidson Women's Zia Casual Shoe,$65.00,https://www.macys.com/shop/product/harley-davidson-womens-zia-casual-shoe?ID=10285021&CategoryID=56233
3614,Lucca Lane,Sayge Booties,$99.00,https://www.macys.com/shop/product/lucca-lane-sayge-booties?ID=10130089&CategoryID=56233
3615,Koolaburra By UGG,Women's Victoria Boots,$99.99,https://www.macys.com/shop/product/koolaburra-by-ugg-womens-victoria-boots?ID=6722586&CategoryID=56233
3616,Madden Girl,Angeles Trainers,$59.00,https://www.macys.com/shop/product/madden-girl-angeles-trainers?ID=10442378&CategoryID=56233
3617,STEVEN by Steve Madden,Women's Pari Knit Jogger Sneakers,$102.00,https://www.macys.com/shop/product/steven-by-steve-madden-womens-pari-knit-jogger-sneakers?ID=10399789&CategoryID=56233
3618,UGG®,Women's Adirondack III Waterproof Boots,$250.00,https://www.macys.com/shop/product/ugg-womens-adirondack-iii-waterproof-boots?ID=6200437&CategoryID=56233
3619,Capezio,Freeform Ballet Shoe,$45.00,https://www.macys.com/shop/product/capezio-freeform-ballet-shoe?ID=10059781&CategoryID=56233
3620,Jack Rogers,Amelia City Suede Sandals,$154.00,https://www.macys.com/shop/product/jack-rogers-amelia-city-suede-sandals?ID=10336986&CategoryID=56233
3621,Steve Madden,Women's Glassy Dress Sandals,$112.00,https://www.macys.com/shop/product/steve-madden-womens-glassy-dress-sandals?ID=9920438&CategoryID=56233
3622,Kenneth Cole New York,Morgan Kitten-Heel Pumps,$42.93,https://www.macys.com/shop/product/kenneth-cole-new-york-morgan-kitten-heel-pumps?ID=8029382&CategoryID=56233
3623,Skechers,Women's Relaxed Fit: Bikers - Lineage Athletic Walking Sneakers from Finish Line,$35.00,https://www.macys.com/shop/product/skechers-womens-relaxed-fit-bikers-lineage-athletic-walking-sneakers-from-finish-line?ID=7006230&CategoryID=56233
3624,Wanted,Bushkill Quilted Wedge Sneaker,$59.00,https://www.macys.com/shop/product/wanted-bushkill-quilted-wedge-sneaker?ID=10080256&CategoryID=56233
3625,Vince Camuto,Ermania Booties,$159.00,https://www.macys.com/shop/product/vince-camuto-ermania-booties?ID=10233727&CategoryID=56233
3626,BCBGMAXAZRIA,Leah Platform Dress Sandals,$258.00,https://www.macys.com/shop/product/bcbgmaxazria-leah-platform-dress-sandals?ID=10423416&CategoryID=56233
3627,Sam Edelman,Elba Sneakers,$120.00,https://www.macys.com/shop/product/sam-edelman-elba-sneakers?ID=10501327&CategoryID=56233
3628,Steve Madden,Women's Bumper Lace-Up Hiker Booties,$109.00,https://www.macys.com/shop/product/steve-madden-womens-bumper-lace-up-hiker-booties?ID=10134763&CategoryID=56233
3629,Charter Club,"Jaimee Booties, Created for Macys",$79.50,https://www.macys.com/shop/product/charter-club-jaimee-booties-created-for-macys?ID=6809469&CategoryID=56233
3630,Naturalizer,Demetria High Shaft Boots,$210.00,https://www.macys.com/shop/product/naturalizer-demetria-high-shaft-boots?ID=9295850&CategoryID=56233
3631,Dearfoams,"Women's Felt X-Stitch Clog Slipper, Online Only",$30.00,https://www.macys.com/shop/product/dearfoams-womens-felt-x-stitch-clog-slipper-online-only?ID=9392368&CategoryID=56233
3632,Walking Cradles,Leash Evening Shoe,$95.00,https://www.macys.com/shop/product/walking-cradles-leash-evening-shoe?ID=10480407&CategoryID=56233
3633,kate spade new york,Norma Flip-Flop Sandals,$58.00,https://www.macys.com/shop/product/kate-spade-new-york-norma-flip-flop-sandals?ID=10440149&CategoryID=56233
3634,Journee Collection,Women's Siri Pumps,$69.00,https://www.macys.com/shop/product/journee-collection-womens-siri-pumps?ID=9597628&CategoryID=56233
3635,Dearfoams,"Colorblocked Microfiber Terry Thong Slippers, Online Only",$16.80,https://www.macys.com/shop/product/dearfoams-colorblocked-microfiber-terry-thong-slippers-online-only?ID=7084323&CategoryID=56233
3636,Jack Rogers,Amelia Sandals,$128.00,https://www.macys.com/shop/product/jack-rogers-amelia-sandals?ID=10336987&CategoryID=56233
3637,INC International Concepts,"INC Raelynn Rain Boots, Created For Macy's",$49.50,https://www.macys.com/shop/product/inc-raelynn-rain-boots-created-for-macys?ID=6632882&CategoryID=56233
3638,Lucky Brand,Alba Flats,$69.00,https://www.macys.com/shop/product/lucky-brand-alba-flats?ID=7370904&CategoryID=56233
3639,Converse,Unisex Chuck Taylor All Star Slip Casual Sneakers from Finish Line,$55.00,https://www.macys.com/shop/product/unisex-converse-chuck-taylor-all-star-slip-casual-sneakers-from-finish-line?ID=8259694&CategoryID=56233
3640,Nine West,Glitter City Sandals,$89.00,https://www.macys.com/shop/product/nine-west-glitter-city-sandals?ID=10421618&CategoryID=56233
3641,Journee Collection,Women's Paris Boot,$79.00,https://www.macys.com/shop/product/journee-collection-womens-paris-boot?ID=9383965&CategoryID=56233
3642,Vince Camuto,Hailie Boots,$179.00,https://www.macys.com/shop/product/vince-camuto-hailie-boots?ID=10140327&CategoryID=56233
3643,Madeline,Nicole Jahida Shoe,$98.95,https://www.macys.com/shop/product/nicole-jahida-shoe?ID=10457655&CategoryID=56233
3644,Jack Rogers,Tinsley Kitten Heels,$138.00,https://www.macys.com/shop/product/jack-rogers-tinsley-kitten-heels?ID=10164244&CategoryID=56233
3645,INC International Concepts,"INC Radella Dress Boots, Created for Macy's",$169.50,https://www.macys.com/shop/product/inc-radella-dress-boots-created-for-macys?ID=6323232&CategoryID=56233
3646,Cole Haan,Women's GrandPro Spectator Slip-On Sneakers,$150.00,https://www.macys.com/shop/product/cole-haan-womens-grandpro-spectator-slip-on-sneakers?ID=10233538&CategoryID=56233
3647,American Rag,"Emilee Boots, Created for Macy's",$89.50,https://www.macys.com/shop/product/american-rag-emilee-boots-created-for-macys?ID=6313984&CategoryID=56233
3648,Style & Co,"Monyaa Booties, Created for Macy's",$37.93,https://www.macys.com/shop/product/style-co-monyaa-booties-created-for-macys?ID=7975726&CategoryID=56233
3649,Naturalizer,Jessie Leather Riding Boots,$199.00,https://www.macys.com/shop/product/naturalizer-jessie-leather-riding-boots?ID=6336572&CategoryID=56233
3650,Circus by Sam Edelman,Narina Flat Sandals,$21.13,https://www.macys.com/shop/product/circus-by-sam-edelman-narina-flat-sandals?ID=9336836&CategoryID=56233
3651,Sperry,Women's Bayview Slip-On Loafers,$100.00,https://www.macys.com/shop/product/sperry-womens-bayview-slip-on-loafers?ID=8008248&CategoryID=56233
