,item_name,item_price,item_link
9485,Via Spiga Sanora Knee High Boot (Women),$236.98,https://shop.nordstrom.com/s/via-spiga-sanora-knee-high-boot-women/5361523?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=wood%20leather
9486,Very Volatile Catchee Bootie (Women),$64.95,https://shop.nordstrom.com/s/very-volatile-catchee-bootie-women/5358344?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=beige
9487,Ted Baker London Lorenzl Mule (Women),$184.95,https://shop.nordstrom.com/s/ted-baker-london-lorenzl-mule-women/5357366?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=gold%20embossed%20lizard
9488,Chocolat Blu Walt Platform Wedge Sandal (Women),$178.95,https://shop.nordstrom.com/s/chocolat-blu-walt-platform-wedge-sandal-women/5352776?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
9489,Bueno Charlie Bootie (Women),$149.95,https://shop.nordstrom.com/s/bueno-charlie-bootie-women/5331586?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=taupe%20suede
9490,Camper Peu Cami Boot (Women),$249.95,https://shop.nordstrom.com/s/camper-peu-cami-boot-women/5324882?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9491,Bogs Crandall Tall Waterproof Boot (Women),$144.95,https://shop.nordstrom.com/s/bogs-crandall-tall-waterproof-boot-women/5321008?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20multi%20rubber
9492,Tory Burch Quilted Boot (Women),$248.00,https://shop.nordstrom.com/s/tory-burch-quilted-boot-women/5317522?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=conifer%2F%20multi
9493,Melissa Hello Kitty Sneaker (Women),$134.95,https://shop.nordstrom.com/s/melissa-hello-kitty-sneaker-women/5315662?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pink%2F%20white
9494,Earth® Alder 2 Derby Skimmer (Women),$109.95,https://shop.nordstrom.com/s/earth-alder-2-derby-skimmer-women/5298392?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9495,Keds x Ace & Jig Anchor Hope Slip-On Sneaker (Women),$120.00,https://shop.nordstrom.com/s/keds-x-ace-jig-anchor-hope-slip-on-sneaker-women/5281786?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=multi
9496,Blackstone RL89 Mid Top Sneaker (Women),$194.95,https://shop.nordstrom.com/s/blackstone-rl89-mid-top-sneaker-women/5266180?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=white%2F%20silver%20leather
9497,Linea Paolo Lanica Strappy Sandal (Women),$109.95,https://shop.nordstrom.com/s/linea-paolo-lanica-strappy-sandal-women/5206898?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20nappa%20leather
9498,Something Bleu Novas Pump (Women),$348.00,https://shop.nordstrom.com/s/something-bleu-novas-pump-women/5195898?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=mini%20leopard%20stamp
9499,VANELi Mayda Studded Slide Sandal (Women),$144.95,https://shop.nordstrom.com/s/vaneli-mayda-studded-slide-sandal-women/5183711?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9500,Karl Lagerfeld Paris Jensen Slide Sandal (Women),$128.95,https://shop.nordstrom.com/s/karl-lagerfeld-paris-jensen-slide-sandal-women/5182314?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20nappa%20leather
9501,Seychelles Upcycle Strappy Sandal (Women),$79.95,https://shop.nordstrom.com/s/seychelles-upcycle-strappy-sandal-women/5173927?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=beige%20leather
9502,Trask Randi Sandal (Women),$227.95,https://shop.nordstrom.com/s/trask-randi-sandal-women/5156267?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=navy%20suede
9503,Dr. Scholl's Sonia Platform Sandal (Women),$97.95,https://shop.nordstrom.com/s/dr-scholls-sonia-platform-sandal-women/5128752?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20mesh%20fabric
9504,Kelsi Dagger Brooklyn Overall Oxford (Women),$77.98,https://shop.nordstrom.com/s/kelsi-dagger-brooklyn-overall-oxford-women/5125468?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9505,Schutz Analira Scalloped Pump (Women),$124.00,https://shop.nordstrom.com/s/schutz-analira-scalloped-pump-women/5080109?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=honey%20beige%20fabric
9506,Something Bleu Brinsley Embellished Pointy Toe Pump (Women),$368.00,https://shop.nordstrom.com/s/something-bleu-brinsley-embellished-pointy-toe-pump-women/4873407?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=lipstick%20satin
9507,L'Amour des Pieds Yemina Flat (Women),$228.95 – $229.95,https://shop.nordstrom.com/s/lamour-des-pieds-yemina-flat-women/4831320?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=platino%20pearlized
9508,Klub Nico Kaissa Sandal (Women),$199.95,https://shop.nordstrom.com/s/klub-nico-kaissa-sandal-women/4799520?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=champagne%20gloss%20leather
9509,Dansko Emma Lace-Up Sneaker (Women),$109.95,https://shop.nordstrom.com/s/dansko-emma-lace-up-sneaker-women/4483676?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9510,Naot 'Papaki' Sandal (Women),$174.95,https://shop.nordstrom.com/s/naot-papaki-sandal-women/3922013?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=oily%20dune%20nubuck
9511,Naot 'Pamela' Sandal,$149.95,https://shop.nordstrom.com/s/naot-pamela-sandal/3211918?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=kiss%20red%20leather
9512,Pelle Moda Moira Crystal Embellished Sandal (Women),$144.95,https://shop.nordstrom.com/s/pelle-moda-moira-crystal-embellished-sandal-women/5482568?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pewter%20suede
9513,Alice + Olivia Bailee Sandal (Women),$350.00,https://shop.nordstrom.com/s/alice-olivia-bailee-sandal-women/5465512?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
9514,Lucky Brand Lucenia Espadrille Wedge (Women),$88.95,https://shop.nordstrom.com/s/lucky-brand-lucenia-espadrille-wedge-women/5454500?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pastel%20multi%20leather
9515,Josef Seibel Rosalie 29 Sandal (Women),$124.95,https://shop.nordstrom.com/s/josef-seibel-rosalie-29-sandal-women/5452267?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brandy%20leather
9516,Vince Camuto Adeenta Sandal (Women),$149.95,https://shop.nordstrom.com/s/vince-camuto-adeenta-sandal-women/5450258?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=taupe%20tint%20leather
9517,JAGGAR Layered Kitten Mule (Women),$155.95,https://shop.nordstrom.com/s/jaggar-layered-kitten-mule-women/5446544?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=nougat
9518,Charles by Charles David Venom Slingback Bootie (Women),$119.95,https://shop.nordstrom.com/s/charles-by-charles-david-venom-slingback-bootie-women/5443909?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=camel%2F%20hot%20red
9519,Seychelles Face To Face Knee High Boot (Women),$228.95,https://shop.nordstrom.com/s/seychelles-face-to-face-knee-high-boot-women/5443554?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=cognac%20suede
9520,Jeffrey Campbell Auberge Wedge Loafer (Women),$154.95,https://shop.nordstrom.com/s/jeffrey-campbell-auberge-wedge-loafer-women/5434722?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=tan
9521,Keen Lorelai Chukka Sneaker (Women),$119.95,https://shop.nordstrom.com/s/keen-lorelai-chukka-sneaker-women/5429132?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brindle%20leather
9522,Vince Camuto Saavie Genuine Calf Hair Bootie (Women),$149.95,https://shop.nordstrom.com/s/vince-camuto-saavie-genuine-calf-hair-bootie-women/5427876?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=natural%20calf%20hair
9523,Chinese Laundry Cosmic Slide Sandal (Women),$99.95,https://shop.nordstrom.com/s/chinese-laundry-cosmic-slide-sandal-women/5421993?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=shell%20pink%20leather
9524,Alegria Tarah Slingback Sandal (Women),$119.95,https://shop.nordstrom.com/s/alegria-tarah-slingback-sandal-women/5394342?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20casual%20leather
9525,David Tate Nicole Cap Toe Flat (Women),$114.95,https://shop.nordstrom.com/s/david-tate-nicole-cap-toe-flat-women/5389903?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20suede
9526,Clarks® Un Loop 2 Walk Flat (Women),$129.95,https://shop.nordstrom.com/s/clarks-un-loop-2-walk-flat-women/5374608?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=navy%20nubuck%20leather
9527,Mephisto Nellie Slip-On (Women),$298.95,https://shop.nordstrom.com/s/mephisto-nellie-slip-on-women/5365395?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=graphite%20leather
9528,bionica Tierra Lace-Up Boot (Women),$139.95,https://shop.nordstrom.com/s/bionica-tierra-lace-up-boot-women/5364086?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=denim%20suede
9529,Fly London Perz Wedge Bootie (Women),$155.96,https://shop.nordstrom.com/s/fly-london-perz-wedge-bootie-women/5358780?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=grey%20leather
9530,INTENTIONALLY BLANK Hype Bootie (Women),$194.95,https://shop.nordstrom.com/s/intentionally-blank-hype-bootie-women/5358232?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=gold%20velvet
9531,Dansko Pennie Waterproof Pump (Women),$159.95,https://shop.nordstrom.com/s/dansko-pennie-waterproof-pump-women/5350321?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20waterproof%20leather
9532,Josef Seibel Daphne 52 Waterproof Bootie (Women),$112.00,https://shop.nordstrom.com/s/josef-seibel-daphne-52-waterproof-bootie-women/5345288?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9533,PUMA Trailfox Overland Hiking Sneaker (Women),$130.00,https://shop.nordstrom.com/s/puma-trailfox-overland-hiking-sneaker-women/5341093?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=purple%20glimmer%2F%20puma%20black
9534,Ash Killer Sneaker (Women),$249.95,https://shop.nordstrom.com/s/ash-killer-sneaker-women/5333865?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=midnight
9535,SARTO by Franco Sarto Alexia Bootie (Women),$107.96,https://shop.nordstrom.com/s/sarto-by-franco-sarto-alexia-bootie-women/5320502?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20black%20leather%20multi
9536,Alegria Sneaq Sneaker (Women),$98.95,https://shop.nordstrom.com/s/alegria-sneaq-sneaker-women/5319259?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=washed%20khaki%20leather
9537,Pedro Garcia Olie Pointy Toe Wedge Bootie (Women),$396.49,https://shop.nordstrom.com/s/pedro-garcia-olie-pointy-toe-wedge-bootie-women/5313443?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20velour
9538,BZees Secret Peep Toe Knit Sneaker (Women),$59.95,https://shop.nordstrom.com/s/bzees-secret-peep-toe-knit-sneaker-women/5297102?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20fabric
9539,Rieker Antistress Daisy H4 Flat (Women),$114.95,https://shop.nordstrom.com/s/rieker-antistress-daisy-h4-flat-women/5279476?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pacific%20leather
9540,YUUL YIE Amie Slingback Pump (Women),$209.98,https://shop.nordstrom.com/s/yuul-yie-amie-slingback-pump-women/5268730?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=apricot%2F%20black
9541,patricia green Elegant Antler Loafer (Women),$64.95,https://shop.nordstrom.com/s/patricia-green-elegant-antler-loafer-women/5236687?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20velvet
9542,cupcakes and cashmere Nalene Wedge Sandal (Women),$119.95,https://shop.nordstrom.com/s/cupcakes-and-cashmere-nalene-wedge-sandal-women/5221817?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=birch%20suede
9543,Jeffrey Campbell Looney Western Boot (Women),$198.71,https://shop.nordstrom.com/s/jeffrey-campbell-looney-western-boot-women/5218807?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20combo%20leather
9544,Kork-Ease® Wausau Platform Sandal (Women),$174.95,https://shop.nordstrom.com/s/kork-ease-wausau-platform-sandal-women/5194052?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=natural%20leather
9545,Alias Mae Kaara Espadrille Wedge Sandal (Women),$199.95,https://shop.nordstrom.com/s/alias-mae-kaara-espadrille-wedge-sandal-women/5185411?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=blush%20leather
9546,Earth® Barbuda Wedge Sandal (Women),$129.95,https://shop.nordstrom.com/s/earth-barbuda-wedge-sandal-women/5182701?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=biscuit%20nubuck%20leather
9547,Chinese Laundry Monroe Strappy Cage Sandal (Women),$39.96,https://shop.nordstrom.com/s/chinese-laundry-monroe-strappy-cage-sandal-women/5171928?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
9548,P448 Spacelow Sneaker (Women),$298.00,https://shop.nordstrom.com/s/p448-spacelow-sneaker-women/5121519?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=monet
9549,Naot Frankie Slide Sandal (Women),$129.95,https://shop.nordstrom.com/s/naot-frankie-slide-sandal-women/4895387?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=silver%2F%20dusty%20pink%20leather
9550,Chaco Z/1 Classic Sport Sandal (Women),$104.95,https://shop.nordstrom.com/s/chaco-z-1-classic-sport-sandal-women/4836112?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
9551,Naot Tahi Mary Jane Flat (Women),$189.95,https://shop.nordstrom.com/s/naot-tahi-mary-jane-flat-women/4720551?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20velvet%20leather
9552,Alegria Holli Pump (Women),$129.95,https://shop.nordstrom.com/s/alegria-holli-pump-women/4718148?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20burnish%20leather
9553,Jerusalem Sandals Eden Toe Loop Sandal (Women),$75.95,https://shop.nordstrom.com/s/jerusalem-sandals-eden-toe-loop-sandal-women/4534466?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20leather
9554,Naot 'Krista' Sandal (Women),$149.95,https://shop.nordstrom.com/s/naot-krista-sandal-women/4153743?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pewter%20leather
9555,Keen 'Sienna' Mary Jane,$89.95 – $94.95,https://shop.nordstrom.com/s/keen-sienna-mary-jane/3241268?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%2F%20climbing%20ivy%20felt
9556,Blackstone QL60 Genuine Shearling Lined Sneaker (Women),$154.75,https://shop.nordstrom.com/s/blackstone-ql60-genuine-shearling-lined-sneaker-women/5552437?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9557,ECCO ST1 Trend Sneaker (Women),$122.90,https://shop.nordstrom.com/s/ecco-st1-trend-sneaker-women/5516289?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=gravel%2F%20grey%20rose%20leather
9558,Johnston & Murphy Addie Mule (Women),$159.00,https://shop.nordstrom.com/s/johnston-murphy-addie-mule-women/5499964?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20nappa%20leather
9559,Acorn Slouch Slipper Boot (Women),$64.95,https://shop.nordstrom.com/s/acorn-slouch-slipper-boot-women/5496446?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=red%20cable%20fabric
9560,Very Volatile Meridee Knee High Boot (Women),$84.95,https://shop.nordstrom.com/s/very-volatile-meridee-knee-high-boot-women/5490793?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20faux%20leather
9561,Charles David Juvenile Mule (Women),$188.95,https://shop.nordstrom.com/s/charles-david-juvenile-mule-women/5481874?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9562,Vince Camuto Levana Bootie (Women),$89.37,https://shop.nordstrom.com/s/vince-camuto-levana-bootie-women/5452512?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=dark%20caramel%20faded%20leopard
9563,Treasure & Bond Poppy Snake Embossed Espadrille Wedge Sandal (Women),$79.95,https://shop.nordstrom.com/s/treasure-bond-poppy-snake-embossed-espadrille-wedge-sandal-women/5447267?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=natural%20snake%20faux%20leathe
9564,CC Corso Como® Julia Knit Flat (Women),$98.95,https://shop.nordstrom.com/s/cc-corso-como-julia-knit-flat-women/5425860?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=fuchsia%20fest%20knit
9565,L'Amour des Pieds Tumai Flat (Women),$188.95,https://shop.nordstrom.com/s/lamour-des-pieds-tumai-flat-women/5404986?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=navy
9566,Jessica Simpson Jyra Sandal (Women),$65.00,https://shop.nordstrom.com/s/jessica-simpson-jyra-sandal-women/5391957?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=natural%2F%20natural%20calf%20hair
9567,Seychelles Nothing Was the Same Bootie (Women),$148.95,https://shop.nordstrom.com/s/seychelles-nothing-was-the-same-bootie-women/5383434?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=green%20suede
9568,Lane Boots Landrun Gardens Western Boot (Women),$349.95,https://shop.nordstrom.com/s/lane-boots-landrun-gardens-western-boot-women/5383433?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20leather
9569,Tory Burch Gemini Link Genuine Shearling Trim Hiking Boot (Women),$253.26 – $306.86,https://shop.nordstrom.com/s/tory-burch-gemini-link-genuine-shearling-trim-hiking-boot-women/5376064?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=leccio%2F%20dusk%20navy%2F%20light%20taupe
9570,JAGGAR Curved Faux Shearling Platform Sneaker (Women),$159.95,https://shop.nordstrom.com/s/jaggar-curved-faux-shearling-platform-sneaker-women/5371920?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=oatmeal
9571,Converse Chuck Taylor® All Star® Sequin High Top Sneaker (Women),$90.00,https://shop.nordstrom.com/s/converse-chuck-taylor-all-star-sequin-high-top-sneaker-women/5364059?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=red
9572,INTENTIONALLY BLANK PG Genuine Calf Hair Boot (Women),$248.95,https://shop.nordstrom.com/s/intentionally-blank-pg-genuine-calf-hair-boot-women/5358230?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=cow%20calf%20hair
9573,Earth® Denali Aspect Chelsea Boot (Women),$159.95,https://shop.nordstrom.com/s/earth-denali-aspect-chelsea-boot-women/5355349?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9574,Via Spiga Simone Metallic Slingback Sandal (Women),$225.00 – $275.00,https://shop.nordstrom.com/s/via-spiga-simone-metallic-slingback-sandal-women/5354823?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=platino%20nappa%20leather
9575,Pelle Moda Dale Ankle Strap Pointed Toe Flat (Women),$134.95,https://shop.nordstrom.com/s/pelle-moda-dale-ankle-strap-pointed-toe-flat-women/5339057?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=latte%20suede
9576,Dr. Scholl's Lucky One Snake Embossed Bootie (Women),$124.95,https://shop.nordstrom.com/s/dr-scholls-lucky-one-snake-embossed-bootie-women/5334758?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=snake%20print%20leather
9577,BUENO Walt Knee High Boot (Women),$274.95,https://shop.nordstrom.com/s/bueno-walt-knee-high-boot-women/5331587?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=grey%20nubuck
9578,Donald Pliner Emill Platform Loafer (Women),$148.80,https://shop.nordstrom.com/s/donald-pliner-emill-platform-loafer-women/5322349?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=plum%20leather
9579,Linea Paolo Velia Wedge Pump (Women),$129.95,https://shop.nordstrom.com/s/linea-paolo-velia-wedge-pump-women/5315322?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=stone%20suede
9580,Joules Hartford Chelsea Boot (Women),$199.95,https://shop.nordstrom.com/s/joules-hartford-chelsea-boot-women/5296846?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=oxblood
9581,Joules Rain Boot Clog (Women),$59.95,https://shop.nordstrom.com/s/joules-rain-boot-clog-women/5296842?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=navy%20robins
9582,Cole Haan Joanna Bootie (Women),$74.97,https://shop.nordstrom.com/s/cole-haan-joanna-bootie-women/5257003?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20tumbled%20leather
9583,Bed Stu Miya Gladiator Sandal (Women),$144.95,https://shop.nordstrom.com/s/bed-stu-miya-gladiator-sandal-women/5255260?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=tan%20rustic
9584,Etienne Aigner Mae Sandal (Women),$138.00,https://shop.nordstrom.com/s/etienne-aigner-mae-sandal-women/5238959?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=saffron%20leather
9585,Børn Malena Driving Loafer (Women),$53.96,https://shop.nordstrom.com/s/born-malena-driving-loafer-women/5235336?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9586,Merrell Range AC+ Sneaker (Women),$119.95,https://shop.nordstrom.com/s/merrell-range-ac-sneaker-women/5214987?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=glacier%20grey%20fabric
9587,Rockport Total Motion Zandra Slingback Sandal (Women),$79.95,https://shop.nordstrom.com/s/rockport-total-motion-zandra-slingback-sandal-women/5214322?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
9588,Free People Silverton Slingback Sandal (Women),$178.00,https://shop.nordstrom.com/s/free-people-silverton-slingback-sandal-women/5212659?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=neutral
9589,bionica Marea Slip-On Sneaker (Women),$89.95,https://shop.nordstrom.com/s/bionica-marea-slip-on-sneaker-women/5208864?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
9590,Linea Paolo Helga Wedge Sandal (Women),$129.95,https://shop.nordstrom.com/s/linea-paolo-helga-wedge-sandal-women/5203002?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=cognac%20leather
9591,Kork-Ease® Canoe Sandal (Women),$134.95,https://shop.nordstrom.com/s/kork-ease-canoe-sandal-women/5194038?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=navy%20leather
9592,Linea Paolo Annette Loafer Mule (Women),$109.95 – $119.95,https://shop.nordstrom.com/s/linea-paolo-annette-loafer-mule-women/5186135?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20pearl%20leather
9593,VANELi Quartz Perforated Espadrille Flat (Women),$129.95,https://shop.nordstrom.com/s/vaneli-quartz-perforated-espadrille-flat-women/5183716?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=gold%20leather
9594,Lane Boots Jeni Lace Embroidered Western Boot (Women),$349.95,https://shop.nordstrom.com/s/lane-boots-jeni-lace-embroidered-western-boot-women/5173780?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20leather
9595,SoftWalk® Hana Slip-On (Women),$129.95,https://shop.nordstrom.com/s/softwalk-hana-slip-on-women/5146054?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=dark%20navy%20leather
9596,Jessica Simpson Havrie Knee High Boot (Women),$98.98,https://shop.nordstrom.com/s/jessica-simpson-havrie-knee-high-boot-women/5068244?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=red%20snake%20print%20leather
9597,L'Artiste Wonderland Bootie (Women),$159.95,https://shop.nordstrom.com/s/lartiste-wonderland-bootie-women/5002735?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20multi
9598,Spring Step Hearts Flat (Women),$59.95,https://shop.nordstrom.com/s/spring-step-hearts-flat-women/4869754?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=bronze%20leather
9599,Cougar Hula Slip-On Sneaker (Women),$59.95,https://shop.nordstrom.com/s/cougar-hula-slip-on-sneaker-women/4865400?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
9600,A.S.98 Ryde Sandal (Women),$249.95,https://shop.nordstrom.com/s/a-s-98-ryde-sandal-women/4831583?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=whiskey
9601,Sea Star Beachwear Slingback Espadrille Water Shoe,$94.95,https://shop.nordstrom.com/s/sea-star-beachwear-slingback-espadrille-water-shoe/4764391?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=white%2F%20navy
9602,Camper Balloon Slingback Wedge Sandal (Women),$149.95,https://shop.nordstrom.com/s/camper-balloon-slingback-wedge-sandal-women/4540163?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=red%2F%20red%20leather
9603,Bella Vita Henley II Bootie (Women),$95.95,https://shop.nordstrom.com/s/bella-vita-henley-ii-bootie-women/5540592?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=grey%20snake%20print
9604,Spring Step Inocencia Wedge Sandal (Women),$99.95,https://shop.nordstrom.com/s/spring-step-inocencia-wedge-sandal-women/5534166?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=white%20leather
9605,Arche 'Lilly' Flat,$176.96,https://shop.nordstrom.com/s/arche-lilly-flat/5532790?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=sand%20leather
9606,Gentle Souls by Kenneth Cole Luca Flat (Women),$184.95,https://shop.nordstrom.com/s/gentle-souls-by-kenneth-cole-luca-flat-women/5530243?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=bronze%20leather
