,item_name,item_price,item_link
2192,Cole Haan Maggie Bootie (Women),$119.98,https://shop.nordstrom.com/s/cole-haan-maggie-bootie-women/5476944?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2193,J. Reneé Gelar Bow Cap Toe Pump (Women),$69.89,https://shop.nordstrom.com/s/j-renee-gelar-bow-cap-toe-pump-women/5413836?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20velvet%2F%20patent
2194,adidas SenseBoost Go Running Shoe (Women),$67.20,https://shop.nordstrom.com/s/adidas-senseboost-go-running-shoe-women/5185386?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=white%2F%20grey%2F%20core%20black
2195,Seychelles Impersonate Mule (Women),$52.46,https://shop.nordstrom.com/s/seychelles-impersonate-mule-women/5552805?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20leather
2196,Vionic Paloma Wedge Bootie (Women),$118.96,https://shop.nordstrom.com/s/vionic-paloma-wedge-bootie-women/5552522?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2197,Sole Society Patsy Wedge Bootie (Women),$62.96,https://shop.nordstrom.com/s/sole-society-patsy-wedge-bootie-women/5388257?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=macadamia%20suede
2198,Halogen® x Atlantic-Pacific Alesia Jewel Buckle Sandal (Women) (Nordstrom Exclusive),$59.96,https://shop.nordstrom.com/s/halogen-x-atlantic-pacific-alesia-jewel-buckle-sandal-women-nordstrom-exclusive/5361915?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20velvet
2199,Naturalizer Emiline Flat Loafer (Women),$44.99,https://shop.nordstrom.com/s/naturalizer-emiline-flat-loafer-women/5552818?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20nubuck%20leather
2200,Cole Haan Hara Genuine Calf Hair Chelsea Bootie (Women),$110.90,https://shop.nordstrom.com/s/cole-haan-hara-genuine-calf-hair-chelsea-bootie-women/5428256?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=jaguar%20calf%20hair
2201,Blondo Zoe Waterproof Hiking Boot (Women),$171.95,https://shop.nordstrom.com/s/blondo-zoe-waterproof-hiking-boot-women/5328457?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=mushroom%20nubuck%20leather
2202,Marc Fisher LTD Unique Bootie (Women),$134.96,https://shop.nordstrom.com/s/marc-fisher-ltd-unique-bootie-women/5250809?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20white%20snake%20leather
2203,Christian Louboutin 'Prive' Open Toe Pump,$845.00,https://shop.nordstrom.com/s/christian-louboutin-prive-open-toe-pump/5509703?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
2204,Dr. Scholl's Abbot Slip-On Sneaker (Women),$45.00,https://shop.nordstrom.com/s/dr-scholls-abbot-slip-on-sneaker-women/5501936?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=bordeaux%20red%20kit%20fabric
2205,Chloé Susanna Stud Buckle Bootie (Women),"$1,380.00",https://shop.nordstrom.com/s/chloe-susanna-stud-buckle-bootie-women/5287515?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20gold%20leather
2206,Jeffrey Campbell Luci Embellished Bow Bootie (Women),$199.95,https://shop.nordstrom.com/s/jeffrey-campbell-luci-embellished-bow-bootie-women/5389325?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede%20silver
2207,Trask Cassy Wedge Waterproof Boot (Women),$148.77,https://shop.nordstrom.com/s/trask-cassy-wedge-waterproof-boot-women/5354942?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2208,Naturalizer Varuna 2 Waterproof Lace-Up Bootie (Women),$174.95,https://shop.nordstrom.com/s/naturalizer-varuna-2-waterproof-lace-up-bootie-women/5113690?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=oatmeal%20suede
2209,OTBT Universe Slip-On Sneaker (Women),$49.90,https://shop.nordstrom.com/s/otbt-universe-slip-on-sneaker-women/4722680?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
2210,Munro Henlee Cap Toe Flat (Women),$189.95,https://shop.nordstrom.com/s/munro-henlee-cap-toe-flat-women/4635799?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20fabric
2211,Dansko Fawna Mary Jane Flat (Women),$134.95,https://shop.nordstrom.com/s/dansko-fawna-mary-jane-flat-women/4627039?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=red%20burnished%20leather
2212,Linea Paolo Presta Pointy Toe Flat (Women),$119.95,https://shop.nordstrom.com/s/linea-paolo-presta-pointy-toe-flat-women/5427859?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=cement%20suede
2213,Dolce Vita Walker Wedge Sneaker Boot (Women),$81.60,https://shop.nordstrom.com/s/dolce-vita-walker-wedge-sneaker-boot-women/5413553?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=dark%20taupe
2214,Badgley Mischka 'Rouge' Pointy Toe Pump (Women),$204.00,https://shop.nordstrom.com/s/badgley-mischka-rouge-pointy-toe-pump-women/5539602?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=ivory
2215,adidas 'Adilette' Slide Sandal (Women),$30.15,https://shop.nordstrom.com/s/adidas-adilette-slide-sandal-women/5530637?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=core%20black%2F%20white%2F%20black
2216,Badgley Mischka Weslee Pointy Toe Pump (Women),$172.00,https://shop.nordstrom.com/s/badgley-mischka-weslee-pointy-toe-pump-women/4754002?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=ivory%20satin
2217,Sheridan Mia Tallulah Genuine Rabbit & Genuine Fox Fur Boot (Women),$324.95,https://shop.nordstrom.com/s/sheridan-mia-tallulah-genuine-rabbit-genuine-fox-fur-boot-women/5385074?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
2218,Miz Mooz Barrett Studded Western Bootie (Women),$113.96 – $114.96,https://shop.nordstrom.com/s/miz-mooz-barrett-studded-western-bootie-women/5362345?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=grey%20leather
2219,Steve Madden Ronan Slide Sandal (Women),$47.96,https://shop.nordstrom.com/s/steve-madden-ronan-slide-sandal-women/5291745?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=nude%20multi
2220,Lucky Brand Mahzan Bootie (Women),$98.95,https://shop.nordstrom.com/s/lucky-brand-mahzan-bootie-women/5160533?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=tan%20leather
2221,Nine West Gavyn Ankle Strap Sandal (Women),$88.95,https://shop.nordstrom.com/s/nine-west-gavyn-ankle-strap-sandal-women/5517494?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=barely%20nude%20suede
2222,Marc Fisher LTD Ablina Knee High Boot (Women),$114.50,https://shop.nordstrom.com/s/marc-fisher-ltd-ablina-knee-high-boot-women/5471331?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=tan%20stretch%20faux%20suede
2223,Lucky Brand Zaahira Boot (Women),$95.37,https://shop.nordstrom.com/s/lucky-brand-zaahira-boot-women/5373881?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=titanium%20suede
2224,Blondo Claire Zip Welt Waterproof Boot (Women),$171.95,https://shop.nordstrom.com/s/blondo-claire-zip-welt-waterproof-boot-women/5328453?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
2225,Vince Casper Knee High Pull-On Boot (Women),$356.98,https://shop.nordstrom.com/s/vince-casper-knee-high-pull-on-boot-women/5038359?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=flint
2226,Matisse Caty Western Pointy Toe Bootie (Women),$159.38,https://shop.nordstrom.com/s/matisse-caty-western-pointy-toe-bootie-women/5552788?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=ivory%20croc%20embossed%20leather
2227,Naturalizer Corrine Flat (Women),$74.99,https://shop.nordstrom.com/s/naturalizer-corrine-flat-women/5406657?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20leather
2228,Munro Kinston Bootie (Women),$229.95,https://shop.nordstrom.com/s/munro-kinston-bootie-women/5000603?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20nubuck
2229,Alexander Wang Jessie Crystal Kitten Heel Sandal (Women) (Nordstrom Exclusive),$695.00,https://shop.nordstrom.com/s/alexander-wang-jessie-crystal-kitten-heel-sandal-women-nordstrom-exclusive/5420548?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pink
2230,Marc Fisher LTD Jaydynly Genuine Calf Hair Bootie (Women),$129.90,https://shop.nordstrom.com/s/marc-fisher-ltd-jaydynly-genuine-calf-hair-bootie-women/5407902?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=leopard%20calf%20hair
2231,Pajar Toboggan 2.0 Faux Fur Trim Waterproof Insulated Boot (Women),$199.95,https://shop.nordstrom.com/s/pajar-toboggan-2-0-faux-fur-trim-waterproof-insulated-boot-women/5301614?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
2232,Ross & Snow Emilina Genuine Shearling Lined Weatherproof Bootie (Women),$248.00,https://shop.nordstrom.com/s/ross-snow-emilina-genuine-shearling-lined-weatherproof-bootie-women/5090658?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=bomber%20brown%20leather
2233,Bed Stu Gogo Boot (Women) (Regular & Wide Calf),$294.95 – $295.00,https://shop.nordstrom.com/s/bed-stu-gogo-boot-women-regular-wide-calf/4701829?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20rustic%20leather
2234,Munro 'Traveler' Slip-On (Women),$184.95,https://shop.nordstrom.com/s/munro-traveler-slip-on-women/4361638?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=navy%20stretch%20fabric
2235,Caslon® Lexie Pointed Toe Slingback Flat (Women),$53.96,https://shop.nordstrom.com/s/caslon-lexie-pointed-toe-slingback-flat-women/5526056?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=saffron%20oiled%20nubuck
2236,Naturalizer Brittany Ballet Flat (Women),$53.98,https://shop.nordstrom.com/s/naturalizer-brittany-ballet-flat-women/5497167?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20leather
2237,Nordstrom Signature Delia Pointed Toe Pump (Women),$116.98,https://shop.nordstrom.com/s/nordstrom-signature-delia-pointed-toe-pump-women/5280733?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2238,Treasure & Bond Elle Mule (Women),$79.95 – $89.95,https://shop.nordstrom.com/s/treasure-bond-elle-mule-women/5105285?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=cognac%20leather
2239,Jimmy Choo Embellished Mule (Women),$995.00,https://shop.nordstrom.com/s/jimmy-choo-embellished-mule-women/5087977?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=ballet%20pink
2240,Pendleton Dormer Slipper (Women),$40.00,https://shop.nordstrom.com/s/pendleton-dormer-slipper-women/5321300?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=steel%20grey%20wool
2241,Moncler Ginette Puffer Boot (Women) (Nordstrom Exclusive),$495.00,https://shop.nordstrom.com/s/moncler-ginette-puffer-boot-women-nordstrom-exclusive/5316007?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
2242,Ross & Snow Genuine Shearling Lined Moto Boot (Women),$394.95,https://shop.nordstrom.com/s/ross-snow-genuine-shearling-lined-moto-boot-women/5090662?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
2243,FitFlop Rally Sneaker (Women),$75.00,https://shop.nordstrom.com/s/fitflop-rally-sneaker-women/5552536?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=urban%20white%20leather
2244,AGL d'Orsay Ankle Strap Pump (Women),$209.98,https://shop.nordstrom.com/s/agl-dorsay-ankle-strap-pump-women/5527185?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=cognac%20lupita%20suede
2245,Steve Madden Gigi Ankle Strap Sandal (Women),$101.95,https://shop.nordstrom.com/s/steve-madden-gigi-ankle-strap-sandal-women/5485864?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=rhinestone
2246,Vans Sk8-Hi MTE 2.0 DX Water Resistant High Top Sneaker (Women),$104.95,https://shop.nordstrom.com/s/vans-sk8-hi-mte-2-0-dx-water-resistant-high-top-sneaker-women/5317470?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=forest%20night%2F%20true%20white
2247,Dr. Scholl's Conquer Wedge Bootie (Women),$45.00 – $69.99,https://shop.nordstrom.com/s/dr-scholls-conquer-wedge-bootie-women/5003323?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=taupe%20grey%20fabric
2248,Linea Paolo Flo Waterproof Wedge Bootie (Women),$119.95,https://shop.nordstrom.com/s/linea-paolo-flo-waterproof-wedge-bootie-women/5002965?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
2249,PAIGE Jacey Over the Knee Stretch Boot (Women),$298.80,https://shop.nordstrom.com/s/paige-jacey-over-the-knee-stretch-boot-women/5368876?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
2250,Nike Zoom Gravity Running Shoe (Women),$61.58,https://shop.nordstrom.com/s/nike-zoom-gravity-running-shoe-women/5282123?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20metallic%20gold%2F%20sail
2251,Imagine Vince Camuto Rora Ankle Strap Stiletto Sandal (Women),$194.95,https://shop.nordstrom.com/s/imagine-vince-camuto-rora-ankle-strap-stiletto-sandal-women/5361876?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pewter%20suede
2252,Jeffrey Campbell Acetate Wedge Mule (Women),$124.95,https://shop.nordstrom.com/s/jeffrey-campbell-acetate-wedge-mule-women/5129090?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=clear%20faux%20leather
2253,Daniel Green 'Dormie' Slipper,$35.95 – $39.95,https://shop.nordstrom.com/s/daniel-green-dormie-slipper/2778595?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=copper%20fabric
2254,Schutz Nicea Hiking Boot (Women),$110.96,https://shop.nordstrom.com/s/schutz-nicea-hiking-boot-women/5384564?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
2255,Louise et Cie Kayin Ankle Strap Pump (Women),$59.48,https://shop.nordstrom.com/s/louise-et-cie-kayin-ankle-strap-pump-women/5278875?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2256,Dr. Scholl's Faxon Loafer (Women),$79.95 – $99.95,https://shop.nordstrom.com/s/dr-scholls-faxon-loafer-women/5036578?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=snake%20print%20leather
2257,Stuart Weitzman Gabby Bow Flat (Women),$206.50,https://shop.nordstrom.com/s/stuart-weitzman-gabby-bow-flat-women/5552233?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20dress%20napa
2258,Clarks® Un Darcey Ballet Flat (Women),$60.00,https://shop.nordstrom.com/s/clarks-un-darcey-ballet-flat-women/5535397?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pebble%20metallic%20leather
2259,Birdies The Starling Loafer (Women),$120.00,https://shop.nordstrom.com/s/birdies-the-starling-loafer-women/5343795?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=burgundy%20python%20velvet
2260,Jewel Badgley Mischka Suri Block Heel Sandal (Women),$88.95,https://shop.nordstrom.com/s/jewel-badgley-mischka-suri-block-heel-sandal-women/5248703?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=silver%20leather
2261,Cole Haan ZeroGrand All Day Stitchlite Sneaker (Women),$89.98,https://shop.nordstrom.com/s/cole-haan-zerogrand-all-day-stitchlite-sneaker-women/5517894?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=winetasting%20fabric
2262,Gucci Jordaan Loafer (Women),$730.00,https://shop.nordstrom.com/s/gucci-jordaan-loafer-women/5305058?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20white
2263,Stella McCartney Eclypse Sneaker (Women),$205.49,https://shop.nordstrom.com/s/stella-mccartney-eclypse-sneaker-women/5391094?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=rose%20copper
2264,Marc Fisher LTD Cyndi Buckle Square Toe Bootie (Women),$119.37,https://shop.nordstrom.com/s/marc-fisher-ltd-cyndi-buckle-square-toe-bootie-women/5360438?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20black%20leather
2265,Gianvito Rossi Pointy Toe Pump (Women),$695.00,https://shop.nordstrom.com/s/gianvito-rossi-pointy-toe-pump-women/4761651?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=leaf%20suede
2266,Cecelia New York Reckon Croc Embossed Knee High Boot (Women) (Wide Calf),$395.95,https://shop.nordstrom.com/s/cecelia-new-york-reckon-croc-embossed-knee-high-boot-women-wide-calf/5443782?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=alabaster%20leather
2267,Keds® 'Champion' Canvas Sneaker (Women),$44.95,https://shop.nordstrom.com/s/keds-champion-canvas-sneaker-women/5380798?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20canvas
2268,Birkenstock Melrose Bootie (Women),$179.95,https://shop.nordstrom.com/s/birkenstock-melrose-bootie-women/5205430?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2269,Taryn Rose Wesley Sock Slip-On Sneaker (Women),$65.96,https://shop.nordstrom.com/s/taryn-rose-wesley-sock-slip-on-sneaker-women/5540460?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=oxblood%20fabric
2270,Nike Zoom Pegasus Turbo 2 AW Running Shoe (Women),$180.00,https://shop.nordstrom.com/s/nike-zoom-pegasus-turbo-2-aw-running-shoe-women/5468468?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=white%2F%20lava%20glow%2F%20wolf%20grey
2271,Versace Cross Chainer Sneaker (Women),$825.00,https://shop.nordstrom.com/s/versace-cross-chainer-sneaker-women/5438988?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=hot%20pink%2F%20gold
2272,The North Face Shellista IV Tall Waterproof Insulated Winter Boot (Women),$160.00,https://shop.nordstrom.com/s/the-north-face-shellista-iv-tall-waterproof-insulated-winter-boot-women/5375065?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20zinc%20grey
2273,Jeffrey Campbell Tippi Pump (Women),$139.95,https://shop.nordstrom.com/s/jeffrey-campbell-tippi-pump-women/5353054?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20patent%20silver
2274,Linea Paolo Kendra Platform Sneaker (Women),$119.95,https://shop.nordstrom.com/s/linea-paolo-kendra-platform-sneaker-women/5172905?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=sky%20blue%20suede
2275,adidas Sleek Super Sneaker (Women),$90.00,https://shop.nordstrom.com/s/adidas-sleek-super-sneaker-women/5548573?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=white%2F%20white%2F%20solar%20red
2276,Naturalizer Juliette Loafer (Women),$65.99,https://shop.nordstrom.com/s/naturalizer-juliette-loafer-women/5518071?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=deep%20sapphire%20suede
2277,Kork-Ease® Tinga Loafer (Women),$89.96,https://shop.nordstrom.com/s/kork-ease-tinga-loafer-women/5514997?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=blue%20suede
2278,Topshop Sky Diamonte Ankle Strap Sandal (Women),$68.00,https://shop.nordstrom.com/s/topshop-sky-diamonte-ankle-strap-sandal-women/5491364?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=nude
2279,Söfft Ashlen Waterproof Bootie (Women),$159.95,https://shop.nordstrom.com/s/sofft-ashlen-waterproof-bootie-women/5350456?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=pinecone%2F%20beige%20leather
2280,Nike ACG React Terra Gobe Sneaker (Unisex),$150.00,https://shop.nordstrom.com/s/nike-acg-react-terra-gobe-sneaker-unisex/5299174?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=melon%20tint%2F%20sunset%20tint
2281,Schutz Bardot Mule (Women),$104.96 – $113.96,https://shop.nordstrom.com/s/schutz-bardot-mule-women/5206062?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20black%20leather
2282,Nike Air Zoom Wildhorse 5 Trail Running Shoe (Women),$73.70 – $110.00,https://shop.nordstrom.com/s/nike-air-zoom-wildhorse-5-trail-running-shoe-women/5532749?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20barely%20grey%2F%20grey
2283,MICHAEL Michael Kors Petra Bootie (Women),$175.00,https://shop.nordstrom.com/s/michael-michael-kors-petra-bootie-women/5399431?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2284,Jeffrey Campbell Dormant Boot (Women),$97.46 – $134.96,https://shop.nordstrom.com/s/jeffrey-campbell-dormant-boot-women/5353043?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=brown%20white%20snake%20print
2285,Dansko Barbara Bootie (Women),$175.00,https://shop.nordstrom.com/s/dansko-barbara-bootie-women/5350315?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=chocolate%20nubuck%20leather
2286,Paul Green Ally Low Top Sneaker (Women),$339.00,https://shop.nordstrom.com/s/paul-green-ally-low-top-sneaker-women/5144187?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=space%20leather
2287,Versace Medusa Thong Sandal (Women),$350.00,https://shop.nordstrom.com/s/versace-medusa-thong-sandal-women/5105373?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=hot%20pink%2F%20gold
2288,UGG® Solana Driving Slipper (Women),$109.95,https://shop.nordstrom.com/s/ugg-solana-driving-slipper-women/5025575?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black
2289,Clarks® Tarah Brae Pump (Women),$129.95,https://shop.nordstrom.com/s/clarks-tarah-brae-pump-women/4638604?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=navy%20leather
2290,Linea Paolo Foxie Bootie (Women),$129.95,https://shop.nordstrom.com/s/linea-paolo-foxie-bootie-women/5394612?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%2F%20blue%20patent%20leather
2291,Jessica Simpson Gilia Knee High Boot (Narrow Calf),$49.48,https://shop.nordstrom.com/s/jessica-simpson-gilia-knee-high-boot-narrow-calf/5391898?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2292,Ted Baker London Wishiry Pump (Women),$119.96,https://shop.nordstrom.com/s/ted-baker-london-wishiry-pump-women/5252091?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20snake%20print%20leather
2293,Naturalizer Okira Crisscross Pump (Women),$69.30,https://shop.nordstrom.com/s/naturalizer-okira-crisscross-pump-women/4621860?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=taupe%20leather
2294,Jewel Badgley Mischka Cook Block Heel Glitter Sandal (Women),$89.95,https://shop.nordstrom.com/s/jewel-badgley-mischka-cook-block-heel-glitter-sandal-women/5516851?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=silver%20leather
2295,Linea Paolo Wesley Wedge Bootie (Women),$139.95,https://shop.nordstrom.com/s/linea-paolo-wesley-wedge-bootie-women/5394996?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
2296,Blondo Rachael Waterproof Bootie (Women),$161.95,https://shop.nordstrom.com/s/blondo-rachael-waterproof-bootie-women/5361601?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2297,Christian Louboutin Red Runner Sneaker (Women),"$1,195.00",https://shop.nordstrom.com/s/christian-louboutin-red-runner-sneaker-women/5084901?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=silver%2F%20white%2F%20red
2298,Caslon® Erik Water Resistant Loafer (Women),$59.96,https://shop.nordstrom.com/s/caslon-erik-water-resistant-loafer-women/4957243?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=rust%20oiled%20nubuck
2299,Madewell The Frances Loafer (Women),$148.00,https://shop.nordstrom.com/s/madewell-the-frances-loafer-women/4763931?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=burnished%20mahogany%20leather
2300,Badgley Mischka 'Kiara' Crystal Back Open Toe Pump (Women),$129.99 – $212.36,https://shop.nordstrom.com/s/badgley-mischka-kiara-crystal-back-open-toe-pump-women/5552725?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=latte%20satin
2301,SOREL Kinetic Waterproof Insulated Winter Boot (Women),$126.90,https://shop.nordstrom.com/s/sorel-kinetic-waterproof-insulated-winter-boot-women/5546860?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=quarry%20fabric
2302,Camper Iman Chelsea Boot (Women),$198.95,https://shop.nordstrom.com/s/camper-iman-chelsea-boot-women/5346237?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20leather
2303,CC Corso Como® Clarrah Loafer (Women),$51.58,https://shop.nordstrom.com/s/cc-corso-como-clarrah-loafer-women/5293762?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=natural%20leather
2304,Sam Edelman Aretha Platform Loafer Pump (Women),$104.96 – $118.96,https://shop.nordstrom.com/s/sam-edelman-aretha-platform-loafer-pump-women/5349093?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=spiced%20mahogany%20leather
2305,MIA Sofia Sandal (Women),$89.95,https://shop.nordstrom.com/s/mia-sofia-sandal-women/5037221?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=luggage%20leather
2306,1.STATE Harvie Pump (Women),$88.95 – $89.95,https://shop.nordstrom.com/s/1-state-harvie-pump-women/5443726?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
2307,Hunter Original Tall Adjustable Back Waterproof Rain Boot (Women),$160.00,https://shop.nordstrom.com/s/hunter-original-tall-adjustable-back-waterproof-rain-boot-women/5515731?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20matte
2308,Sam Edelman Reagan Waterproof Wedge Chelsea Boot (Women),$80.64 – $179.95,https://shop.nordstrom.com/s/sam-edelman-reagan-waterproof-wedge-chelsea-boot-women/5495920?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FShoes&color=black%20suede
