,item_brand,item_name,item_price,item_link
69,Off-White,Odsy Chunky Sneakers,$810,https://www.neimanmarcus.com/p/off-white-odsy-chunky-sneakers-prod225340099?childItemId=NMX4VJG_&navpath=cat000000_cat000141_cat47190746&page=0&position=69&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
70,Fendi,Neoprene Booties with FF Harness,"$1,490",https://www.neimanmarcus.com/p/fendi-neoprene-booties-with-ff-harness-prod226140406?childItemId=NMX4WH0_&navpath=cat000000_cat000141_cat47190746&page=0&position=70&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
71,Burberry,"Simeon Check-Print Rain Boot, Black",$390,https://www.neimanmarcus.com/p/burberry-simeon-check-print-rain-boot-black-prod197900142?childItemId=NMX3MMQ_&navpath=cat000000_cat000141_cat47190746&page=0&position=71&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
72,Eileen Fisher,Clay Suede Slingback Wedge Sandals,$58,https://www.neimanmarcus.com/p/eileen-fisher-clay-suede-slingback-wedge-sandals-prod222120070?childItemId=NMX4PY8_&navpath=cat000000_cat000141_cat47190746&page=0&position=72&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
73,Gentle Souls,Raven Suede Comfort Pumps,$50,https://www.neimanmarcus.com/p/gentle-souls-raven-suede-comfort-pumps-prod228430718?childItemId=NMX4ZHY_&navpath=cat000000_cat000141_cat47190746&page=0&position=73&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
74,Taryn Rose Collection,Gabriela Suede Low-Heel Point-Toe Pumps,$88,https://www.neimanmarcus.com/p/taryn-rose-collection-gabriela-suede-low-heel-point-toe-pumps-prod221720062?childItemId=NMX4PJK_&navpath=cat000000_cat000141_cat47190746&page=0&position=74&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
75,Donald J Pliner,Syla Cap-Toe Crepe Sneakers,$148,https://www.neimanmarcus.com/p/donald-j-pliner-syla-cap-toe-crepe-sneakers-prod226540293?childItemId=NMX4X4Q_&navpath=cat000000_cat000141_cat47190746&page=0&position=75&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
76,Burberry,Furley Vintage Check Slide Sandals,$260,https://www.neimanmarcus.com/p/burberry-furley-vintage-check-slide-sandals-prod226600073?childItemId=NMX4X5K_&navpath=cat000000_cat000141_cat47190746&page=0&position=76&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
77,Gentle Souls,Noemi Suede Demi-Wedge Slingback Pumps,$47,https://www.neimanmarcus.com/p/gentle-souls-noemi-suede-demi-wedge-slingback-pumps-prod229530039?childItemId=NMX51KY_&navpath=cat000000_cat000141_cat47190746&page=0&position=77&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
78,Prada,Cervo Lugged Boots,$790,https://www.neimanmarcus.com/p/prada-cervo-lugged-boots-prod222740018?childItemId=NMX4NEZ_&navpath=cat000000_cat000141_cat47190746&page=0&position=78&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
79,TOM FORD,Textured Chain-Trim Pumps,$746,https://www.neimanmarcus.com/p/tom-ford-textured-chain-trim-pumps-prod221170693?childItemId=NMX4P2J_&navpath=cat000000_cat000141_cat47190746&page=0&position=79&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
80,Sesto Meucci,Chasya Studded Suede Low-Heel Pumps,$95,https://www.neimanmarcus.com/p/sesto-meucci-chasya-studded-suede-low-heel-pumps-prod224220490?childItemId=NMX4TUX_&navpath=cat000000_cat000141_cat47190746&page=0&position=80&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
81,Gucci,Leather Bit Loafers,$730,https://www.neimanmarcus.com/p/gucci-leather-bit-loafers-prod219660283?childItemId=NMX4LLN_&navpath=cat000000_cat000141_cat47190746&page=0&position=81&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
82,Gentle Souls,Bessie Laser-Cut Sandals,$55,https://www.neimanmarcus.com/p/gentle-souls-bessie-laser-cut-sandals-prod227540637?childItemId=NMX4YGB_&navpath=cat000000_cat000141_cat47190746&page=0&position=82&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
83,Gentle Souls,Neptune Chain Perforated Nubuck Booties,$114,https://www.neimanmarcus.com/p/gentle-souls-neptune-chain-perforated-nubuck-booties-prod229540347?childItemId=NMX51NB_&navpath=cat000000_cat000141_cat47190746&page=0&position=83&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
84,Schutz,Maryana Snake-Print Leather Knee Boots,$290,https://www.neimanmarcus.com/p/schutz-maryana-snake-print-leather-knee-boots-prod218780036?childItemId=NMX4K4T_&navpath=cat000000_cat000141_cat47190746&page=0&position=84&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
85,Prada,Quilted Leather Logo Sneakers,$680,https://www.neimanmarcus.com/p/prada-quilted-leather-logo-sneakers-prod226350274?childItemId=NMX4WXN_&navpath=cat000000_cat000141_cat47190746&page=0&position=85&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
86,Lucchese,Drea Distressed Floral Boots,"$2,995",https://www.neimanmarcus.com/p/lucchese-drea-distressed-floral-boots-prod217520647?childItemId=NMX4FRT_&navpath=cat000000_cat000141_cat47190746&page=0&position=86&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
87,Pedro Garcia,Omega Snake-Print Runner Sneakers,$262,https://www.neimanmarcus.com/p/pedro-garcia-omega-snake-print-runner-sneakers-prod220740573?childItemId=NMX4NAC_&navpath=cat000000_cat000141_cat47190746&page=0&position=87&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
88,Gentle Souls,Luca Cutout Perforated Leather Comfort Flats,$55,https://www.neimanmarcus.com/p/gentle-souls-luca-cutout-perforated-leather-comfort-flats-prod223310089?childItemId=NMX4SHK_&navpath=cat000000_cat000141_cat47190746&page=0&position=88&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
89,Sesto Meucci,Sela Quilted Metallic Leather Sandals,$54,https://www.neimanmarcus.com/p/sesto-meucci-sela-quilted-metallic-leather-sandals-prod221720349?childItemId=NMX4PLG_&navpath=cat000000_cat000141_cat47190746&page=0&position=89&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
90,Fendi,Neoprene Knee Boots,"$1,390",https://www.neimanmarcus.com/p/fendi-neoprene-knee-boots-prod226120537?childItemId=NMX4WEM_&navpath=cat000000_cat000141_cat47190746&page=0&position=90&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
91,Chloe,Lauren Studded Suede Ballet Flats,$307,https://www.neimanmarcus.com/p/chloe-lauren-studded-suede-ballet-flats-prod220580154?childItemId=NMX4MX6_&navpath=cat000000_cat000141_cat47190746&page=0&position=91&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
92,Golden Goose,"Superstar ""Love Me For"" Leather Low-Top Sneakers with Suede Star",$550,https://www.neimanmarcus.com/p/golden-goose-superstar-love-me-for-leather-low-top-sneakers-with-suede-star-prod212440209?childItemId=NMX4822_&navpath=cat000000_cat000141_cat47190746&page=0&position=92&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
93,The Office of Angela Scott,Mr. Logan Leather Loafers,$550,https://www.neimanmarcus.com/p/the-office-of-angela-scott-mr-logan-leather-loafers-prod224940411?childItemId=NMX4V12_&navpath=cat000000_cat000141_cat47190746&page=0&position=93&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
94,Jimmy Choo,Lang 100mm Patent Strappy Sandals,$795,https://www.neimanmarcus.com/p/jimmy-choo-lang-100mm-patent-strappy-sandals-prod200820175?childItemId=NMX3TG3_&navpath=cat000000_cat000141_cat47190746&page=0&position=94&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
95,Zadig & Voltaire,ZV1747 Low-Top Studded Leather Sneaker,$258,https://www.neimanmarcus.com/p/zadig-voltaire-zv1747-low-top-studded-leather-sneaker-prod219870466?childItemId=NMX4LZ6_&navpath=cat000000_cat000141_cat47190746&page=0&position=95&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
96,Golden Goose,Young Metallic Western Boots,$375,https://www.neimanmarcus.com/p/golden-goose-young-metallic-western-boots-prod214520564?childItemId=NMX4BG7_&navpath=cat000000_cat000141_cat47190746&page=0&position=96&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
97,Alexandre Birman,50 MM Clarita Snakeskin Sandals,$351,https://www.neimanmarcus.com/p/alexandre-birman-50-mm-clarita-snakeskin-sandals-prod222970050?childItemId=NMX4RLZ_&navpath=cat000000_cat000141_cat47190746&page=0&position=97&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
98,Giuseppe Zanotti,Metallic Leather Platform Sandals,$395,https://www.neimanmarcus.com/p/giuseppe-zanotti-metallic-leather-platform-sandals-prod213800097?childItemId=NMX4ASQ_&navpath=cat000000_cat000141_cat47190746&page=0&position=98&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
99,TOM FORD,Laminated Printed Python Sandals,"$1,250",https://www.neimanmarcus.com/p/tom-ford-laminated-printed-python-sandals-prod221170582?childItemId=NMX4NT7_&navpath=cat000000_cat000141_cat47190746&page=0&position=99&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
100,Stuart Weitzman,Nearlynude Clear-Heel Snake-Print Sandals,$198,https://www.neimanmarcus.com/p/stuart-weitzman-nearlynude-clear-heel-snake-print-sandals-prod221240090?childItemId=NMX4P68_&navpath=cat000000_cat000141_cat47190746&page=0&position=100&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
101,Chloe,Wave Croc-Embossed Tall Boots,$614,https://www.neimanmarcus.com/p/chloe-wave-croc-embossed-tall-boots-prod228430791?childItemId=NMX4ZJ1_&navpath=cat000000_cat000141_cat47190746&page=0&position=101&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
102,THE ROW,"Bourgeoise Stretch Nappa Booties, 65 MM",$525,https://www.neimanmarcus.com/p/the-row-bourgeoise-stretch-nappa-booties-65-mm-prod215130066?childItemId=NMX4CAS_&navpath=cat000000_cat000141_cat47190746&page=0&position=102&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
103,Gucci,Fria GG Wool Slippers,$750,https://www.neimanmarcus.com/p/gucci-fria-gg-wool-slippers-prod219550140?childItemId=NMX4LCY_&navpath=cat000000_cat000141_cat47190746&page=0&position=103&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
104,Sophia Webster,"Rosalind Crystal-Heel Leather Sandals, Silver",$495,https://www.neimanmarcus.com/p/sophia-webster-rosalind-crystal-heel-leather-sandals-silver-prod193350175?childItemId=NMX3DEF_&navpath=cat000000_cat000141_cat47190746&page=0&position=104&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
105,Tory Sport,Striped Lace-Up Suede Sneakers,$164,https://www.neimanmarcus.com/p/tory-sport-striped-lace-up-suede-sneakers-prod220740563?childItemId=NMX4N9W_&navpath=cat000000_cat000141_cat47190746&page=0&position=105&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
106,Cole Haan,Brie Grand Leopard-Print Loafer Flats,$75,https://www.neimanmarcus.com/p/cole-haan-brie-grand-leopard-print-loafer-flats-prod222970124?childItemId=NMX4RQ5_&navpath=cat000000_cat000141_cat47190746&page=0&position=106&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
107,Fendi,Colibri Mesh Trekking-Slingback Flats,$790,https://www.neimanmarcus.com/p/fendi-colibri-mesh-trekking-slingback-flats-prod213400313?childItemId=NMX4A9K_&navpath=cat000000_cat000141_cat47190746&page=0&position=107&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
108,Wandler,Isa Two-Tone Lacquered Booties,$318,https://www.neimanmarcus.com/p/wandler-isa-two-tone-lacquered-booties-prod225370067?childItemId=NMX4VK1_&navpath=cat000000_cat000141_cat47190746&page=0&position=108&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
109,Golden Goose,Midstar Crystal High-Top Sneakers,$895,https://www.neimanmarcus.com/p/golden-goose-midstar-crystal-high-top-sneakers-prod220530027?childItemId=NMX4MTT_&navpath=cat000000_cat000141_cat47190746&page=0&position=109&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
110,Christian Louboutin,La Massine Leather Spike-Heel Red Sole Ballet Flats,$645,https://www.neimanmarcus.com/p/christian-louboutin-la-massine-leather-spike-heel-red-sole-ballet-flats-prod213030197?childItemId=NMX49X5_&navpath=cat000000_cat000141_cat47190746&page=0&position=110&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
111,Jimmy Choo,Dellena Metallic Wedge Espadrilles,$262,https://www.neimanmarcus.com/p/jimmy-choo-dellena-metallic-wedge-espadrilles-prod220840329?childItemId=NMX4NH8_&navpath=cat000000_cat000141_cat47190746&page=0&position=111&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
112,Christian Louboutin,Undessin Art Deco Red Sole Peep-Toe Pumps,$895,https://www.neimanmarcus.com/p/christian-louboutin-undessin-art-deco-red-sole-peep-toe-pumps-prod224020054?childItemId=NMX4TE3_&navpath=cat000000_cat000141_cat47190746&page=0&position=112&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
113,Stella McCartney,Sneakelyse Lace Chunky Sneakers,$346,https://www.neimanmarcus.com/p/stella-mccartney-sneakelyse-lace-chunky-sneakers-prod223380065?childItemId=NMX4SM7_&navpath=cat000000_cat000141_cat47190746&page=0&position=113&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
114,Gentle Souls,Lark Elastic-Strap Leather Sandals,$78,https://www.neimanmarcus.com/p/gentle-souls-lark-elastic-strap-leather-sandals-prod219450171?childItemId=NMX4L4K_&navpath=cat000000_cat000141_cat47190746&page=0&position=114&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
115,Fendi,Colibri Runway Mesh FF Slingback Pumps,$890,https://www.neimanmarcus.com/p/fendi-colibri-runway-mesh-ff-slingback-pumps-prod213260045?childItemId=NMX4A7P_&navpath=cat000000_cat000141_cat47190746&page=0&position=115&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
116,Gucci,GG Ornament Leather Espadrilles,$690,https://www.neimanmarcus.com/p/gucci-gg-ornament-leather-espadrilles-prod213280170?childItemId=NMX4A6D_&navpath=cat000000_cat000141_cat47190746&page=0&position=116&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
117,Eileen Fisher,Fara Stretch Suede Sandals,$99,https://www.neimanmarcus.com/p/eileen-fisher-fara-stretch-suede-sandals-prod222120340?childItemId=NMX4PYA_&navpath=cat000000_cat000141_cat47190746&page=0&position=117&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
118,Laurence Dacade,Vanessa Sequined Pull-On Booties,$213,https://www.neimanmarcus.com/p/laurence-dacade-vanessa-sequined-pull-on-booties-prod224061332?childItemId=NMX4TJT_&navpath=cat000000_cat000141_cat47190746&page=0&position=118&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
119,Vince,Lanica 55mm Siviglia Leather Booties,$395,https://www.neimanmarcus.com/p/vince-lanica-55mm-siviglia-leather-booties-prod214610282?childItemId=NMX483A_&navpath=cat000000_cat000141_cat47190746&page=0&position=119&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_pHVe_OXJooLhSR91Au5NgiCB0NXORvQZ8sYuRgCv.jsession
120,Keds, x kate spade double decker  glitter sneakers,$85,https://www.neimanmarcus.com/p/keds-x-kate-spade-double-decker-glitter-sneakers-prod227590071?childItemId=NMX4YJ7_&navpath=cat000000_cat000141_cat47190746&page=1&position=0&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
121,Tory Burch,Miller Medallion Leather Flat Thong,$198,https://www.neimanmarcus.com/p/tory-burch-miller-medallion-leather-flat-thong-prod223930025?childItemId=NMX5JMC_&navpath=cat000000_cat000141_cat47190746&page=1&position=1&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
122,Golden Goose,Superstar Leopard-Star Sneakers,$530,https://www.neimanmarcus.com/p/golden-goose-superstar-leopard-star-sneakers-prod226350074?childItemId=NMX4WWF_&navpath=cat000000_cat000141_cat47190746&page=1&position=2&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
123,Saint Laurent,Opyum Leather Booties with Monogram YSL Heel,"$1,695",https://www.neimanmarcus.com/p/saint-laurent-opyum-leather-booties-with-monogram-ysl-heel-prod210710116?childItemId=NMX46WA_&navpath=cat000000_cat000141_cat47190746&page=1&position=3&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
124,Christian Louboutin,So Kate Patent Pointed-Toe Red Sole Pump,$695,https://www.neimanmarcus.com/p/christian-louboutin-so-kate-patent-pointed-toe-red-sole-pump-prod222460187?childItemId=NMX4QVK_&navpath=cat000000_cat000141_cat47190746&page=1&position=4&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
125,Golden Goose,Superstar Snake Calf Hair Sneakers,$600,https://www.neimanmarcus.com/p/golden-goose-superstar-snake-calf-hair-sneakers-prod226360244?childItemId=NMX4WXC_&navpath=cat000000_cat000141_cat47190746&page=1&position=5&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
126,Saint Laurent,Kiki Contrast Striped Leather Booties,"$1,695",https://www.neimanmarcus.com/p/saint-laurent-kiki-contrast-striped-leather-booties-prod223212012?childItemId=NMX4RWK_&navpath=cat000000_cat000141_cat47190746&page=1&position=6&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
127,Christian Louboutin,Apostrophy Pointed Red-Sole Pump,$695,https://www.neimanmarcus.com/p/christian-louboutin-apostrophy-pointed-red-sole-pump-prod192130090?childItemId=NMX3BWJ_&navpath=cat000000_cat000141_cat47190746&page=1&position=7&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
128,Giuseppe Zanotti,Suede & Crystal Slide Sandals,$795,https://www.neimanmarcus.com/p/giuseppe-zanotti-suede-crystal-slide-sandals-prod224940288?childItemId=NMX4UXS_&navpath=cat000000_cat000141_cat47190746&page=1&position=8&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
129,Stuart Weitzman,Laney 95 Patent Leather Pumps,$173,https://www.neimanmarcus.com/p/stuart-weitzman-laney-95-patent-leather-pumps-prod228590635?childItemId=NMX5034_&navpath=cat000000_cat000141_cat47190746&page=1&position=9&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
130,Valentino Garavani, Rockstud Leather Chelsea Booties,"$1,245",https://www.neimanmarcus.com/p/valentino-garavani-rockstud-leather-chelsea-booties-prod224130372?childItemId=NMX4TPG_&navpath=cat000000_cat000141_cat47190746&page=1&position=10&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
131,Jimmy Choo,Love 85mm Mesh And Leather Pumps,$750,https://www.neimanmarcus.com/p/jimmy-choo-love-85mm-mesh-and-leather-pumps-prod226400223?childItemId=NMX4WZ7_&navpath=cat000000_cat000141_cat47190746&page=1&position=11&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
132,Jimmy Choo,Romy 85mm Snake-Print Pumps,$850,https://www.neimanmarcus.com/p/jimmy-choo-romy-85mm-snake-print-pumps-prod226400293?childItemId=NMX4WZ8_&navpath=cat000000_cat000141_cat47190746&page=1&position=12&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
133,Jimmy Choo,Romy 85mm Leopard Print Pumps,$850,https://www.neimanmarcus.com/p/jimmy-choo-romy-85mm-leopard-print-pumps-prod226400347?childItemId=NMX4WZ0_&navpath=cat000000_cat000141_cat47190746&page=1&position=13&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
134,Jimmy Choo,Thyra 100mm Suede Sandals With Crystal Knot,"$1,495",https://www.neimanmarcus.com/p/jimmy-choo-thyra-100mm-suede-sandals-with-crystal-knot-prod226490473?childItemId=NMX4X3T_&navpath=cat000000_cat000141_cat47190746&page=1&position=14&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
135,Jimmy Choo,Tie-Dye Leather Platform Sneakers,$495,https://www.neimanmarcus.com/p/jimmy-choo-tie-dye-leather-platform-sneakers-prod226490503?childItemId=NMX4X42_&navpath=cat000000_cat000141_cat47190746&page=1&position=15&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
136,Jimmy Choo,Emsy 85mm Leopard Sandals,$950,https://www.neimanmarcus.com/p/jimmy-choo-emsy-85mm-leopard-sandals-prod226920220?childItemId=NMX4XP9_&navpath=cat000000_cat000141_cat47190746&page=1&position=16&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
137,Pedro Garcia,Udele Ankle-Strap Wedge Sandals,$595,https://www.neimanmarcus.com/p/pedro-garcia-udele-ankle-strap-wedge-sandals-prod226800108?childItemId=NMX4XHV_&navpath=cat000000_cat000141_cat47190746&page=1&position=17&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_ctmOvKPrpB1fyunEmoloPm3mGivFGPbsi8CNvrmP.jsession
